,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
55,0,79,79,79,446.667,373.333,11,0,230
56,0,99,99,99,458,394.667,12,0,230
57,0,125,125,125,434.667,414.667,12,0,230
58,0,10,10,10,384,355.333,12,0,230
59,0,106,106,106,400.667,274,12,0,230
60,0,106,106,106,441.333,368.667,12,0,230
61,0,106,106,106,458,388.667,13,0,230
62,0,112,112,112,425.333,393.333,13,0,230
63,0,10,10,10,391.333,333.333,13,0,230
64,0,130,130,130,340,254.667,13,0,230
65,0,88,88,88,440.667,360,13,0,230
66,0,99,99,99,464.667,320,14,0,230
67,0,104,104,104,445.333,344.667,14,0,230
68,0,35,35,35,378.667,308.667,14,0,230
69,0,123,123,123,328,236.667,14,0,230
70,0,125,125,125,442,298.667,14,0,230
71,0,78,78,78,461.333,282.667,15,0,230
72,0,102,102,102,429.333,299.333,15,0,230
73,0,32,32,32,358,275.333,15,0,230
74,0,115,115,115,272,266.667,15,0,230
75,0,135,135,135,433.333,263.333,15,0,230
76,0,111,111,111,463.333,279.333,16,0,230
77,0,131,131,131,433.333,296.667,16,0,230
78,0,17,17,17,349.333,269.333,16,0,230
79,0,77,77,77,276,268,16,0,230
80,0,124,124,124,432.667,263.333,16,0,230
81,0,111,111,111,470,278.667,17,0,230
82,0,89,89,89,440,289.333,17,0,230
83,0,38,38,38,366,262.667,17,0,230
84,0,113,113,113,286,248,17,0,230
85,0,126,126,126,442.667,258,17,0,230
86,0,114,114,114,471.333,284.667,18,0,230
87,0,20,20,20,438.667,292.667,18,0,230
88,0,28,28,28,376,259.333,18,0,230
89,0,126,126,126,294,236,18,0,230
90,0,101,101,101,443.333,263.333,18,0,230
91,0,113,113,113,471.333,287.333,19,0,230
92,0,115,115,115,440,297.333,19,0,230
93,0,70,70,70,374,258.667,19,0,230
94,0,132,132,132,298.667,229.333,19,0,230
95,0,123,123,123,444.667,264.667,19,0,230
96,0,110,110,110,470.5,291.5,20,0,230
97,0,122,122,122,437,301.5,20,0,230
98,0,54,54,54,370.5,264.5,20,0,230
99,0,123,123,123,302.5,229.5,20,0,230
100,0,68,68,68,445,268.5,20,0,230
101,0,99,99,99,469.5,296,21,0,230
102,0,130,130,130,438,304,21,0,230
103,0,37,37,37,374.5,263.5,21,0,230
104,0,118,118,118,307,238,21,0,230
105,0,71,71,71,445.5,273,21,0,230
106,0,90,90,90,469.5,297.5,22,0,230
107,0,129,129,129,438,305.5,22,0,230
108,0,31,31,31,380,267,22,0,230
109,0,117,117,117,307,228,22,0,230
110,0,113,113,113,445.5,272.5,22,0,230
111,0,141,141,141,404.667,400,23,0,230
112,0,116,116,116,388.5,361,23,0,230
113,0,26,26,26,423,293,23,0,230
114,0,106,106,106,364,244,23,0,230
115,0,52,52,52,418,364.667,23,0,230
116,0,111,111,111,429.333,422.667,24,0,230
117,0,111,111,111,393.5,416.5,24,0,230
118,0,39,39,39,389,337,24,0,230
119,0,118,118,118,379.5,264,24,0,230
120,0,85,85,85,420,394,24,0,230
121,0,105,105,105,471,189.5,25,0,230
122,0,120,120,120,463.5,227,25,0,230
123,0,23,23,23,410,273,25,0,230
124,0,111,111,111,337.5,321.5,25,0,230
125,0,145,145,145,439.5,198,25,0,230
126,0,92,92,92,478.5,134,26,0,230
127,0,115,115,115,450.5,150.5,26,0,230
128,0,14,14,14,412,165.5,26,0,230
129,0,126,126,126,447.5,239.5,26,0,230
130,0,85,85,85,458.5,117,26,0,230
131,0,97,97,97,467.5,191,27,0,230
132,0,123,123,123,440.5,193,27,0,230
133,0,11,11,11,430.667,115.333,27,0,230
134,0,137,137,137,378.667,105.333,27,0,230
135,0,92,92,92,466.667,160,27,0,230
136,0,85,85,85,466.667,260,28,0,230
137,0,136,136,136,441.5,272,28,0,230
138,0,7,7,7,437.333,199.667,28,0,230
139,0,125,125,125,430,107,28,0,230
140,0,72,72,72,462.667,232.333,28,0,230
141,0,109,109,109,473.333,135,29,0,230
142,0,91,91,91,458,157.667,29,0,230
143,0,10,10,10,410.667,180.333,29,0,230
144,0,91,91,91,446.667,245.667,29,0,230
145,0,46,46,46,458,113,29,0,230
146,0,94,94,94,294,387.333,30,0,230
147,0,72,72,72,319.333,374.667,30,0,230
148,0,4,4,4,392,389.333,30,0,230
149,0,73,73,73,446,390.667,30,0,230
150,0,95,95,95,318.667,401.333,30,0,230
151,0,91,91,91,347.333,278.667,31,0,230
152,0,112,112,112,324,298,31,0,230
153,0,21,21,21,246,282.667,31,0,230
154,0,104,104,104,214.667,337.333,31,0,230
155,0,116,116,116,329.333,250.667,31,0,230
156,0,125,125,125,385.333,216.667,32,0,230
157,0,130,130,130,379.333,249.333,32,0,230
158,0,13,13,13,310.667,275.333,32,0,230
159,0,127,127,127,230,310,32,0,230
160,0,135,135,135,351.333,210.667,32,0,230
161,0,128,128,128,378.667,116.667,33,0,230
162,0,105,105,105,384.667,154,33,0,230
163,0,24,24,24,352.667,199.333,33,0,230
164,0,108,108,108,356,293.333,33,0,230
165,0,149,149,149,349.333,140,33,0,230
166,0,121,121,121,421.333,308,34,0,230
167,0,126,126,126,388.667,297.333,34,0,230
168,0,32,32,32,398.667,204.667,34,0,230
169,0,102,102,102,392,126,34,0,230
170,0,131,131,131,431.333,274.667,34,0,230
171,0,110,110,110,436.667,363.333,35,0,230
172,0,108,108,108,403.333,374,35,0,230
173,0,13,13,13,374.667,293.333,35,0,230
174,0,136,136,136,380,197.333,35,0,230
175,0,118,118,118,426,330,35,0,230
176,0,109,109,109,444,367.333,36,0,230
177,0,83,83,83,408.667,377.333,36,0,230
178,0,16,16,16,371.333,302.667,36,0,230
179,0,123,123,123,376.667,225.333,36,0,230
180,0,114,114,114,428.667,336,36,0,230
181,0,130,130,130,431.333,208.667,37,0,230
182,0,111,111,111,438,246.667,37,0,230
183,0,11,11,11,410.667,294,37,0,230
184,0,102,102,102,338,328,37,0,230
185,0,143,143,143,400.667,232.667,37,0,230
186,0,110,110,110,469.333,199.333,38,0,230
187,0,130,130,130,436,198.667,38,0,230
188,0,33,33,33,392,140.667,38,0,230
189,0,133,133,133,384.667,212,38,0,230
190,0,129,129,129,466,163.333,38,0,230
191,0,142,142,142,474,205,39,0,230
192,0,125,125,125,440,201.5,39,0,230
193,0,32,32,32,395.5,145,39,0,230
194,0,140,140,140,330.5,187.5,39,0,230
195,0,97,97,97,467.5,169,39,0,230
196,0,123,123,123,426,361.5,40,0,230
197,0,97,97,97,405.5,329,40,0,230
198,0,19,19,19,421,253,40,0,230
199,0,132,132,132,404.5,173,40,0,230
200,0,89,89,89,438,319.5,40,0,230
201,0,86,86,86,443,429.5,41,0,230
202,0,58,58,58,411.5,415.5,41,0,230
203,0,37,37,37,400.5,339,41,0,230
204,0,119,119,119,394,254,41,0,230
205,0,66,66,66,437.5,399,41,0,230
206,0,115,115,115,329,402,42,0,230
207,0,60,60,60,330.5,364,42,0,230
208,0,23,23,23,377,300,42,0,230
209,0,109,109,109,413.5,235,42,0,230
210,0,72,72,72,360,379.5,42,0,230
211,0,123,123,123,320,195,43,0,230
212,0,125,125,125,301.5,230.5,43,0,230
213,0,29,29,29,247.5,281,43,0,230
214,0,123,123,123,224.5,356.5,43,0,230
215,0,25,25,25,283,207,43,0,230
216,0,58,58,58,484.5,69,44,0,230
217,0,72,72,72,466.5,89,44,0,230
218,0,45,45,45,403.5,96,44,0,230
219,0,151,151,151,336,150.5,44,0,230
220,0,63,63,63,463.5,61,44,0,230
221,0,97,97,97,475,120,45,0,230
222,0,120,120,120,448.5,110,45,0,230
223,0,15,15,15,409.5,77,45,0,230
224,0,97,97,97,334,95.5,45,0,230
225,0,50,50,50,470.5,91.5,45,0,230
226,0,74,74,74,474.5,112.5,46,0,230
227,0,84,84,84,471,147,46,0,230
228,0,13,13,13,448,186.5,46,0,230
229,0,90,90,90,455.333,263,46,0,230
230,0,123,123,123,449.5,124,46,0,230
231,0,69,69,69,471.5,150,47,0,625
232,0,71,71,71,472.5,187.5,47,0,625
233,0,11,11,11,458,258.5,47,0,625
234,0,96,96,96,436,312.333,47,0,625
235,0,37,37,37,452,177,47,0,625
236,0,105,105,105,468,228.5,48,0,625
237,0,102,102,102,456.5,255.5,48,0,625
238,0,8,8,8,395,241,48,0,625
239,0,114,114,114,410,184.5,48,0,625
240,0,121,121,121,452,209.5,48,0,625
241,0,84,84,84,452.667,381.333,49,0,625
242,0,90,90,90,427.333,372.667,49,0,625
243,0,4,4,4,446.667,306,49,0,625
244,0,99,99,99,444,217.333,49,0,625
245,0,41,41,41,458.667,352,49,0,625
246,0,96,96,96,147.333,330.667,50,0,625
247,0,53,53,53,178,341.333,50,0,625
248,0,7,7,7,232.667,371.333,50,0,625
249,0,86,86,86,289.333,378.667,50,0,625
250,0,69,69,69,160,365.333,50,0,625
251,0,111,111,111,280.333,118.667,51,0,625
252,0,140,140,140,274.333,152.667,51,0,625
253,0,32,32,32,196.333,141.333,51,0,625
254,0,107,107,107,198.333,86,51,0,625
255,0,124,124,124,249,110.667,51,0,625
256,0,125,125,125,380.333,204,52,0,625
257,0,115,115,115,345.667,218,52,0,625
258,0,39,39,39,296.333,173.333,52,0,625
259,0,140,140,140,224.333,103.333,52,0,625
260,0,123,123,123,363.667,175.333,52,0,625
261,0,89,89,89,420,359.333,53,0,625
262,0,119,119,119,386.667,370,53,0,625
263,0,21,21,21,365.333,288,53,0,625
264,0,132,132,132,329.333,206,53,0,625
265,0,51,51,51,408,330.667,53,0,625
266,0,118,118,118,444,392.667,54,0,625
267,0,72,72,72,405.333,402.667,54,0,625
268,0,29,29,29,348,362,54,0,625
269,0,109,109,109,280,304.667,54,0,625
270,0,89,89,89,416,371.333,54,0,625
271,0,100,100,100,474.667,206,55,0,625
272,0,121,121,121,444,223.333,55,0,625
273,0,27,27,27,381.333,216,55,0,625
274,0,101,101,101,327.333,280.667,55,0,625
275,0,131,131,131,446.667,187.333,55,0,625
276,0,103,103,103,466,254.667,56,0,625
277,0,140,140,140,432.667,258.667,56,0,625
278,0,6,6,6,369.333,221.333,56,0,625
279,0,116,116,116,287.333,213.333,56,0,625
280,0,81,81,81,446.667,226,56,0,625
281,0,106,106,106,467.333,253.333,57,0,625
282,0,145,145,145,433.333,259.333,57,0,625
283,0,6,6,6,373.333,225.333,57,0,625
284,0,118,118,118,286.667,208.667,57,0,625
285,0,52,52,52,446,229.333,57,0,625
286,0,103,103,103,470,294.667,58,0,625
287,0,136,136,136,436.667,298.667,58,0,625
288,0,19,19,19,383.333,254,58,0,625
289,0,101,101,101,316.667,206,58,0,625
290,0,77,77,77,448.667,267.333,58,0,625
291,0,75,75,75,457.333,378,59,0,625
292,0,17,17,17,432.667,396.667,59,0,625
293,0,14,14,14,378,372.667,59,0,625
294,0,65,65,65,368.667,295.333,59,0,625
295,0,28,28,28,430.667,369.333,59,0,625
296,0,73,73,73,462,276.667,60,0,625
297,0,82,82,82,456,315.333,60,0,625
298,0,26,26,26,412.667,360,60,0,625
299,0,82,82,82,339.333,375.333,60,0,625
300,0,74,74,74,431.333,302.667,60,0,625
301,0,103,103,103,450.667,257.333,61,0,625
302,0,91,91,91,451.333,303.333,61,0,625
303,0,44,44,44,421.333,348,61,0,625
304,0,76,76,76,340,374,61,0,625
305,0,91,91,91,423.333,293.333,61,0,625
306,0,72,72,72,458.667,289.333,62,0,625
307,0,109,109,109,434,264,62,0,625
308,0,33,33,33,442.667,173.333,62,0,625
309,0,135,135,135,378,141,62,0,625
310,0,83,83,83,461.333,256,62,0,625
311,0,140,140,140,452,156,63,0,625
312,0,90,90,90,430,124,63,0,625
313,0,24,24,24,402.667,71.333,63,0,625
314,0,149,149,149,395.333,148,63,0,625
315,0,115,115,115,461.333,118,63,0,625
316,0,131,131,131,460.667,228.667,64,0,625
317,0,131,131,131,434.667,201.333,64,0,625
318,0,13,13,13,422,132,64,0,625
319,0,129,129,129,374,59.333,64,0,625
320,0,127,127,127,463.333,191.333,64,0,625
321,0,84,84,84,461.333,251.333,65,0,625
322,0,125,125,125,437.333,228.667,65,0,625
323,0,7,7,7,430.667,159.333,65,0,625
324,0,77,77,77,382,85.333,65,0,625
325,0,101,101,101,464.667,215.333,65,0,625
326,0,108,108,108,462.667,256,66,0,625
327,0,149,149,149,436.667,231.333,66,0,625
328,0,12,12,12,430,157.333,66,0,625
329,0,116,116,116,380,88.667,66,0,625
330,0,122,122,122,464,219.333,66,0,625
331,0,122,122,122,397.333,375.333,67,0,625
332,0,101,101,101,394,336,67,0,625
333,0,102,102,102,430,267.333,67,0,625
334,0,106,106,106,454.667,190,67,0,625
335,0,86,86,86,423.333,346.667,67,0,625
336,0,108,108,108,396.667,377.333,68,0,625
337,0,11,11,11,392,338.667,68,0,625
338,0,4,4,4,424,284,68,0,625
339,0,97,97,97,471.333,204,68,0,625
340,0,88,88,88,420.667,347.333,68,0,625
341,0,103,103,103,430,431.333,69,0,625
342,0,121,121,121,399.333,412,69,0,625
343,0,17,17,17,402,342,69,0,625
344,0,137,137,137,422.667,254.667,69,0,625
345,0,64,64,64,427.333,400.667,69,0,625
346,0,64,64,64,458.667,284,70,0,625
347,0,74,74,74,447.333,318.667,70,0,625
348,0,32,32,32,384.667,344.667,70,0,625
349,0,73,73,73,326.667,314.667,70,0,625
350,0,47,47,47,430,299.333,70,0,625
351,0,105,105,105,466,277.333,71,0,625
352,0,116,116,116,443.333,301.333,71,0,625
353,0,13,13,13,377.333,306,71,0,625
354,0,96,96,96,336,383.333,71,0,625
355,0,90,90,90,438,271.333,71,0,625
356,0,74,74,74,465.333,276,72,0,625
357,0,132,132,132,442.667,301.333,72,0,625
358,0,21,21,21,374.667,298.667,72,0,625
359,0,104,104,104,324.667,369.333,72,0,625
360,0,79,79,79,439.333,269.333,72,0,625
361,0,86,86,86,464.667,266.667,73,0,625
362,0,129,129,129,442.667,292,73,0,625
363,0,31,31,31,362.667,308,73,0,625
364,0,112,112,112,298.667,350.667,73,0,625
365,0,96,96,96,434.667,262.667,73,0,625
366,0,93,93,93,465.333,267.333,74,0,625
367,0,126,126,126,444.667,292.667,74,0,625
368,0,25,25,25,366.667,307.333,74,0,625
369,0,114,114,114,289.333,322,74,0,625
370,0,115,115,115,435.333,261.333,74,0,625
371,0,93,93,93,467.333,282.667,75,0,625
372,0,91,91,91,437.333,295.333,75,0,625
373,0,20,20,20,360,295.333,75,0,625
374,0,115,115,115,284.667,319.333,75,0,625
375,0,121,121,121,441.333,264,75,0,625
376,0,102,102,102,467.333,282.667,76,0,625
377,0,133,133,133,438,300,76,0,625
378,0,23,23,23,360.667,296,76,0,625
379,0,108,108,108,282.667,312.667,76,0,625
380,0,127,127,127,440,265.333,76,0,625
381,0,92,92,92,458.667,376.667,77,0,625
382,0,76,76,76,427.333,369.333,77,0,625
383,0,21,21,21,387.333,307.333,77,0,625
384,0,115,115,115,308,283.333,77,0,625
385,0,79,79,79,457.333,344,77,0,625
386,0,113,113,113,438.667,416,78,0,625
387,0,44,44,44,417.333,396.667,78,0,625
388,0,18,18,18,417.333,342,78,0,625
389,0,116,116,116,378,270.667,78,0,625
390,0,64,64,64,444.667,387.333,78,0,625
391,0,96,96,96,440.667,416,79,0,625
392,0,116,116,116,414,399.333,79,0,625
393,0,46,46,46,405.333,325.333,79,0,625
394,0,124,124,124,400.667,254.667,79,0,625
395,0,101,101,101,440,385.333,79,0,625
396,0,104,104,104,408.667,426,80,0,625
397,0,85,85,85,384,401.333,80,0,625
398,0,23,23,23,380.667,332,80,0,625
399,0,113,113,113,400.667,246,80,0,625
400,0,86,86,86,412.667,392,80,0,625
401,0,64,64,64,448.667,426.667,81,0,625
402,0,68,68,68,419.333,418.667,81,0,625
403,0,18,18,18,393.333,353.333,81,0,625
404,0,129,129,129,350,274,81,0,625
405,0,70,70,70,438.667,400,81,0,625
406,0,77,77,77,453.333,370.667,82,0,625
407,0,121,121,121,440,402,82,0,625
408,0,50,50,50,380.667,372,82,0,625
409,0,121,121,121,374,280.667,82,0,625
410,0,53,53,53,428,374,82,0,625
411,0,100,100,100,473.333,166.667,83,0,625
412,0,93,93,93,464.667,199.333,83,0,625
413,0,28,28,28,426,226.667,83,0,625
414,0,73,73,73,413.333,308.667,83,0,625
415,0,126,126,126,451.333,171.333,83,0,625
416,0,77,77,77,474,145,84,0,625
417,0,44,44,44,468,176.5,84,0,625
418,0,19,19,19,427.5,222.5,84,0,625
419,0,83,83,83,403.5,286.5,84,0,625
420,0,123,123,123,452.5,153.5,84,0,625
421,0,65,65,65,475.5,142,85,0,625
422,0,113,113,113,468,174,85,0,625
423,0,6,6,6,433.5,196.5,85,0,625
424,0,129,129,129,394.5,279,85,0,625
425,0,80,80,80,453,142.5,85,0,625
426,0,102,102,102,399,46.5,86,0,625
427,0,57,57,57,428,61.5,86,0,625
428,0,21,21,21,451.5,115,86,0,625
429,0,116,116,116,441,189,86,0,625
430,0,95,95,95,401,77.5,86,0,625
431,0,125,125,125,296,151,87,0,625
432,0,102,102,102,290.5,115.5,87,0,625
433,0,11,11,11,326.5,50.5,87,0,625
434,0,95,95,95,386,65.5,87,0,625
435,0,87,87,87,316.5,132.5,87,0,625
436,0,104,104,104,456,165,88,0,625
437,0,150,150,150,436,190.5,88,0,625
438,0,12,12,12,368.5,137,88,0,625
439,0,124,124,124,301.5,94.5,88,0,625
440,0,101,101,101,438.5,142.5,88,0,625
441,0,81,81,81,473,175.5,89,0,625
442,0,138,138,138,461,202,89,0,625
443,0,15,15,15,399.5,136,89,0,625
444,0,91,91,91,344.5,97,89,0,625
445,0,103,103,103,461,154.5,89,0,625
446,0,128,128,128,295,101.5,90,0,625
447,0,112,112,112,306.5,71,90,0,625
448,0,20,20,20,384.5,40,90,0,625
449,0,83,83,83,449,57,90,0,625
450,0,111,111,111,326,90.5,90,0,625
451,0,89,89,89,476,149,91,0,625
452,0,143,143,143,458.5,173.5,91,0,625
453,0,26,26,26,389.5,178,91,0,625
454,0,126,126,126,328.5,196.5,91,0,625
455,0,106,106,106,455.5,139.5,91,0,625
456,0,84,84,84,464,241,92,0,625
457,0,96,96,96,432.5,239.5,92,0,625
458,0,42,42,42,367.5,204.5,92,0,625
459,0,136,136,136,296,171.5,92,0,625
460,0,132,132,132,450,210.5,92,0,625
461,0,122,122,122,460.5,256,93,0,625
462,0,151,151,151,424.5,254.5,93,0,625
463,0,55,55,55,365.5,211.5,93,0,625
464,0,129,129,129,284,202.5,93,0,625
465,0,132,132,132,444.5,223.5,93,0,625
466,0,115,115,115,460.5,257,94,0,625
467,0,140,140,140,425.5,256,94,0,625
468,0,45,45,45,367,212.5,94,0,625
469,0,119,119,119,285.5,200.5,94,0,625
470,0,116,116,116,444.5,226,94,0,625
471,0,100,100,100,436.5,357.5,95,0,625
472,0,114,114,114,410.5,331.5,95,0,625
473,0,27,27,27,391,267,95,0,625
474,0,130,130,130,337.5,193,95,0,625
475,0,111,111,111,440,321,95,0,625
476,0,94,94,94,435,366,96,0,625
477,0,35,35,35,408,341.5,96,0,625
478,0,32,32,32,383,269.5,96,0,625
479,0,138,138,138,363.5,189,96,0,625
480,0,103,103,103,435,329.5,96,0,625
481,0,89,89,89,443,373,97,0,625
482,0,112,112,112,409,360,97,0,625
483,0,34,34,34,385,283,97,0,625
484,0,146,146,146,334.5,209.5,97,0,625
485,0,103,103,103,436.5,339,97,0,625
486,0,106,106,106,445.5,387.5,98,0,625
487,0,115,115,115,413,372,98,0,625
488,0,59,59,59,386,291.5,98,0,625
489,0,149,149,149,353,213.5,98,0,625
490,0,78,78,78,439,353.5,98,0,625
491,0,95,95,95,444.5,390,99,0,625
492,0,83,83,83,413,374.5,99,0,625
493,0,38,38,38,385,301,99,0,625
494,0,145,145,145,353.5,218.5,99,0,625
495,0,82,82,82,439.5,356,99,0,625
496,0,84,84,84,445.5,397,100,0,625
497,0,98,98,98,411.5,381,100,0,625
498,0,30,30,30,383.5,305,100,0,625
499,0,133,133,133,349.5,237.5,100,0,625
500,0,81,81,81,439.5,364,100,0,625
501,0,109,109,109,440.5,404.5,101,0,625
502,0,91,91,91,410,381.5,101,0,625
503,0,15,15,15,383,312.5,101,0,625
504,0,114,114,114,344,244.5,101,0,625
505,0,95,95,95,439.5,370.5,101,0,625
506,0,86,86,86,419,417.5,102,0,625
507,0,94,94,94,398.5,386.5,102,0,625
508,0,11,11,11,394,323.5,102,0,625
509,0,130,130,130,344,247,102,0,625
510,0,100,100,100,430,381,102,0,625
511,0,58,58,58,457,316,103,0,625
512,0,53,53,53,433.5,336.5,103,0,625
513,0,24,24,24,371,335.5,103,0,625
514,0,110,110,110,319,290,103,0,625
515,0,43,43,43,428.5,309,103,0,625
516,0,70,70,70,456,313,104,0,625
517,0,76,76,76,434.5,334,104,0,625
518,0,26,26,26,372.5,334,104,0,625
519,0,122,122,122,327.5,284.5,104,0,625
520,0,73,73,73,426,306,104,0,625
521,0,112,112,112,150,382,105,0,625
522,0,102,102,102,162,348.667,105,0,625
523,0,19,19,19,234.667,303.333,105,0,625
524,0,89,89,89,275.333,232,105,0,625
525,0,123,123,123,186,370,105,0,625
526,0,97,97,97,236.667,358.667,106,0,625
527,0,110,110,110,266,342.667,106,0,625
528,0,19,19,19,322.333,353.333,106,0,625
529,0,101,101,101,367,319.333,106,0,625
530,0,122,122,122,262.333,374,106,0,625
531,0,96,96,96,236.333,359.333,107,0,625
532,0,53,53,53,265.667,344,107,0,625
533,0,17,17,17,324.333,347.333,107,0,625
534,0,61,61,61,364.333,318,107,0,625
535,0,115,115,115,261.667,373.333,107,0,625
536,0,64,64,64,237,360,108,0,625
537,0,57,57,57,265.667,343.333,108,0,625
538,0,8,8,8,320.333,350,108,0,625
539,0,62,62,62,377,341.333,108,0,625
540,0,60,60,60,263,372.667,108,0,625
541,0,61,61,61,237,253.333,109,0,625
542,0,99,99,99,262.333,280,109,0,625
543,0,17,17,17,263.667,350.667,109,0,625
544,0,110,110,110,333,371.333,109,0,625
545,0,97,97,97,233.667,288,109,0,625
546,0,80,80,80,218.333,206.667,110,0,625
547,0,128,128,128,247.667,231.333,110,0,625
548,0,12,12,12,253,295.333,110,0,625
549,0,76,76,76,299.667,362.667,110,0,625
550,0,54,54,54,218,243,110,0,625
551,0,120,120,120,217,203.333,111,0,625
552,0,108,108,108,245.667,222.667,111,0,625
553,0,24,24,24,253.667,286,111,0,625
554,0,120,120,120,285.667,338,111,0,625
555,0,75,75,75,216.333,236,111,0,625
556,0,96,96,96,125.667,150.667,112,0,625
557,0,93,93,93,167,156,112,0,625
558,0,17,17,17,205.667,215.333,112,0,625
559,0,91,91,91,262.333,273.333,112,0,625
560,0,101,101,101,147.667,180.667,112,0,625
561,0,80,80,80,76.333,119.333,113,0,625
562,0,115,115,115,117,122.667,113,0,625
563,0,12,12,12,159.667,176.667,113,0,625
564,0,92,92,92,234.333,219.333,113,0,625
565,0,68,68,68,99,148.667,113,0,625
566,0,105,105,105,2,6,114,0,625
567,0,108,108,108,9,2,114,0,625
568,0,105,105,105,8,9,114,0,625
569,0,97,97,97,262,341,114,0,625
570,0,96,96,96,3,17,114,0,625
571,0,122,122,122,337,401,115,0,625
572,0,89,89,89,298,403.333,115,0,625
573,0,20,20,20,234,380.667,115,0,625
574,0,122,122,122,199.333,306.667,115,0,625
575,0,82,82,82,305.333,380,115,0,625
576,0,96,96,96,260,384,116,0,625
577,0,33,33,33,292,360.667,116,0,625
578,0,6,6,6,342,356,116,0,625
579,0,94,94,94,285.333,304.667,116,0,625
580,0,72,72,72,296.667,384,116,0,625
581,0,94,94,94,157.333,398,117,0,625
582,0,87,87,87,188.667,375.333,117,0,625
583,0,17,17,17,256,387.333,117,0,625
584,0,114,114,114,326,330,117,0,625
585,0,68,68,68,177.333,401.333,117,0,625
586,0,92,92,92,363.333,400,118,0,625
587,0,100,100,100,322.667,400.667,118,0,625
588,0,8,8,8,257.333,380,118,0,625
589,0,127,127,127,180.667,344,118,0,625
590,0,97,97,97,331.333,377.333,118,0,625
591,0,99,99,99,157,389,119,0,625
592,0,71,71,71,180.5,364.5,119,0,625
593,0,0,0,0,247,378,119,0,625
594,0,67,67,67,333.333,395.333,119,0,625
595,0,67,67,67,186,386.667,119,0,625
596,0,50,50,50,250.667,356,120,0,625
597,0,81,81,81,222.667,372,120,0,625
598,0,17,17,17,194.667,320.667,120,0,625
599,0,69,69,69,275.333,293.333,120,0,625
600,0,20,20,20,226.667,348,120,0,625
601,0,74,74,74,310,338,121,0,625
602,0,114,114,114,291.333,362,121,0,625
603,0,17,17,17,219.333,358.667,121,0,625
604,0,108,108,108,200.667,285.333,121,0,625
605,0,91,91,91,278.667,335.333,121,0,625
606,0,106,106,106,426,264,122,0,625
607,0,114,114,114,405.333,295.333,122,0,625
608,0,33,33,33,340.667,326.667,122,0,625
609,0,82,82,82,303.333,376.667,122,0,625
610,0,36,36,36,391.333,266,122,0,625
611,0,120,120,120,426,264.667,123,0,625
612,0,124,124,124,406.667,295.333,123,0,625
613,0,42,42,42,344.667,323.333,123,0,625
614,0,80,80,80,319.333,378,123,0,625
615,0,56,56,56,391.333,267.333,123,0,625
616,0,68,68,68,451.333,232,124,0,625
617,0,115,115,115,430,264,124,0,625
618,0,27,27,27,370,294,124,0,625
619,0,101,101,101,341.333,353.333,124,0,625
620,0,121,121,121,416,236,124,0,625
621,0,49,49,49,451.333,233.333,125,0,625
622,0,123,123,123,431.333,264,125,0,625
623,0,24,24,24,368.667,294.667,125,0,625
624,0,95,95,95,354,357.333,125,0,625
