Slice,Area,Count,Counter,Max,Mean,Min,Unnamed: 0,X,Y
116,0,625,0,96,96,96,576,260.0,384.0
117,0,625,0,94,94,94,581,157.333,398.0
118,0,625,0,92,92,92,586,363.333,400.0
119,0,625,0,99,99,99,591,157.0,389.0
120,0,625,0,50,50,50,596,250.667,356.0
121,0,625,0,74,74,74,601,310.0,338.0
122,0,625,0,106,106,106,606,426.0,264.0
123,0,625,0,120,120,120,611,426.0,264.66700000000003
124,0,625,0,68,68,68,616,451.333,232.0
125,0,625,0,49,49,49,621,451.333,233.333
126,0,805,0,59,59,59,626,448.0,360.0
127,0,805,0,78,78,78,631,297.33299999999997,390.0
128,0,805,0,36,36,36,636,410.667,404.0
129,0,805,0,59,59,59,641,435.333,401.333
130,0,805,0,36,36,36,646,426.0,400.0
131,0,805,0,100,100,100,651,173.333,392.0
132,0,805,0,74,74,74,656,84.0,332.667
133,0,805,0,93,93,93,661,88.0,386.0
134,0,805,0,90,90,90,666,88.0,388.0
135,0,805,0,34,34,34,671,114.0,397.5
136,0,805,0,98,98,98,676,307.0,410.667
137,0,805,0,116,116,116,681,151.667,386.0
138,0,805,0,87,87,87,686,104.0,388.0
139,0,805,0,71,71,71,691,42.5,394.5
140,0,805,0,82,82,82,696,101.0,253.5
141,0,805,0,74,74,74,701,103.0,251.0
142,0,805,0,58,58,58,706,102.0,251.0
143,0,805,0,89,89,89,711,433.0,182.5
144,0,805,0,132,132,132,716,434.5,183.5
145,0,805,0,102,102,102,721,455.5,226.0
146,0,805,0,103,103,103,726,83.0,385.0
147,0,805,0,100,100,100,731,71.333,374.0
148,0,805,0,77,77,77,736,45.333,336.667
149,0,805,0,65,65,65,741,46.0,330.0
150,0,805,0,72,72,72,746,46.667,329.333
151,0,805,0,71,71,71,751,58.0,307.33299999999997
152,0,805,0,71,71,71,756,80.667,169.333
153,0,805,0,104,104,104,761,80.667,168.0
154,0,805,0,71,71,71,766,100.0,1.3330000000000002
155,0,805,0,111,111,111,771,69.333,81.333
156,0,805,0,114,114,114,776,179.333,35.333
157,0,805,0,125,125,125,781,210.667,22.666999999999998
158,0,805,0,147,147,147,786,262.66700000000003,43.333
159,0,805,0,158,158,158,791,264.0,44.0
160,0,805,0,94,94,94,796,270.66700000000003,38.667
161,0,805,0,89,89,89,801,280.66700000000003,36.0
162,0,1089,0,108,108,108,806,372.0,33.0
163,0,1089,0,158,158,158,811,268.0,25.0
164,0,1089,0,103,103,103,816,245.0,21.0
165,0,1089,0,58,58,58,821,162.0,28.0
166,0,1089,0,44,44,44,826,88.0,275.0
167,0,1089,0,107,107,107,831,102.0,320.0
168,0,1089,0,113,113,113,836,96.0,374.0
169,0,1089,0,66,66,66,841,83.0,395.0
170,0,1089,0,58,58,58,846,87.0,396.0
171,0,1089,0,109,109,109,851,120.0,391.0
172,0,1089,0,123,123,123,856,253.0,408.0
173,0,1089,0,50,50,50,861,289.0,404.0
174,0,1089,0,65,65,65,866,208.0,409.0
175,0,1089,0,102,102,102,871,169.0,400.0
176,0,1089,0,74,74,74,876,73.0,400.0
177,0,1089,0,99,99,99,881,107.0,397.0
178,0,1089,0,61,61,61,886,81.0,391.0
179,0,1089,0,107,107,107,891,4.0,7.0
180,0,1089,0,115,115,115,896,53.0,350.0
181,0,1089,0,55,55,55,901,130.0,397.0
182,0,1089,0,118,118,118,906,256.0,392.0
183,0,1089,0,123,123,123,911,408.0,397.0
184,0,1089,0,123,123,123,916,411.0,397.0
185,0,1089,0,100,100,100,921,411.0,385.0
186,0,1089,0,34,34,34,926,448.0,375.0
187,0,1089,0,47,47,47,931,447.0,376.0
188,0,1089,0,33,33,33,936,447.0,378.0
189,0,1089,0,27,27,27,941,447.0,392.0
190,0,1089,0,83,83,83,946,361.0,412.0
191,0,1089,0,7,7,7,951,458.0,148.0
192,0,1089,0,107,107,107,956,4.0,4.0
193,0,1089,0,12,12,12,961,449.0,368.0
194,0,1089,0,67,67,67,966,455.0,193.0
195,0,1089,0,8,8,8,971,446.0,356.0
196,0,1089,0,92,92,92,976,439.0,401.0
197,0,1089,0,16,16,16,981,446.0,379.0
198,0,1089,0,65,65,65,986,459.0,138.0
199,0,1089,0,43,43,43,991,460.0,149.0
200,0,1089,0,122,122,122,996,416.0,216.0
201,0,1089,0,111,111,111,1001,440.0,350.0
202,0,1089,0,26,26,26,1006,446.0,376.0
203,0,5,0,5,5,5,1011,451.0,339.0
204,0,10,0,100,100,100,1016,457.0,113.0
205,0,1089,0,40,40,40,1021,446.0,39.0
206,0,1089,0,10,10,10,1026,457.0,183.0
207,0,1089,0,46,46,46,1031,458.0,186.0
208,0,1089,0,31,31,31,1036,457.0,186.0
209,0,1089,0,31,31,31,1041,457.0,185.0
210,0,1089,0,19,19,19,1046,462.0,116.0
211,0,1089,0,8,8,8,1051,462.0,135.0
212,0,1089,0,6,6,6,1056,462.0,135.0
213,0,1089,0,27,27,27,1061,434.0,33.0
214,0,1089,0,80,80,80,1066,437.0,399.0
215,0,1089,0,104,104,104,1071,390.0,395.0
216,0,1089,0,124,124,124,1076,422.0,389.0
217,0,1089,0,19,19,19,1081,447.0,378.0
218,0,1089,0,109,109,109,1086,440.0,390.0
219,0,500,0,66,66,66,1091,450.0,266.0
220,0,500,0,50,50,50,1096,460.667,94.333
221,0,500,0,68,68,68,1101,462.333,42.667
222,0,500,0,58,58,58,1106,464.333,41.333
223,0,500,0,30,30,30,1111,463.0,40.667
224,0,500,0,31,31,31,1116,459.667,42.0
225,0,500,0,37,37,37,1121,458.333,52.0
226,0,500,0,30,30,30,1126,446.667,359.333
227,0,500,0,103,103,103,1131,442.0,394.667
228,0,500,0,60,60,60,1136,442.0,388.667
229,0,500,0,83,83,83,1141,442.0,388.0
230,0,500,0,64,64,64,1146,452.0,231.333
231,0,500,0,58,58,58,1151,446.667,94.0
232,0,500,0,97,97,97,1156,448.667,94.0
233,0,500,0,75,75,75,1161,353.333,36.667
234,0,500,0,74,74,74,1166,293.33299999999997,35.333
235,0,500,0,122,122,122,1171,428.0,55.333
236,0,500,0,61,61,61,1176,464.0,121.333
237,0,500,0,121,121,121,1181,434.667,201.333
238,0,500,0,115,115,115,1186,409.333,252.667
239,0,500,0,78,78,78,1191,446.0,160.0
240,0,500,0,97,97,97,1196,472.667,64.0
241,0,500,0,79,79,79,1201,460.667,171.333
242,0,500,0,21,21,21,1206,464.667,91.333
243,0,500,0,26,26,26,1211,448.667,344.667
244,0,500,0,97,97,97,1216,455.333,120.0
245,0,500,0,129,129,129,1221,436.0,214.0
246,0,500,0,17,17,17,1226,448.667,336.0
247,0,500,0,22,22,22,1231,448.0,352.667
248,0,500,0,45,45,45,1236,448.0,352.0
249,0,500,0,111,111,111,1241,427.333,382.0
250,0,500,0,26,26,26,1246,440.667,404.0
251,0,500,0,117,117,117,1251,416.667,243.333
252,0,500,0,71,71,71,1256,455.333,92.0
253,0,500,0,125,125,125,1261,363.333,266.0
254,0,500,0,129,129,129,1266,370.0,282.66700000000003
255,0,500,0,103,103,103,1271,412.667,339.333
256,0,500,0,70,70,70,1276,421.333,404.667
257,0,500,0,139,139,139,1281,345.333,12.667
258,0,500,0,88,88,88,1286,102.0,90.667
259,0,500,0,96,96,96,1291,56.0,69.333
260,0,500,0,94,94,94,1296,57.333,73.333
261,0,500,0,85,85,85,1301,64.0,78.0
262,0,500,0,117,117,117,1306,62.667,78.0
263,0,500,0,80,80,80,1311,53.333,374.667
264,0,500,0,95,95,95,1316,103.333,76.667
265,0,500,0,66,66,66,1321,119.333,17.333
266,0,500,0,125,125,125,1326,306.0,65.333
267,0,500,0,101,101,101,1331,463.0,121.0
268,0,500,0,87,87,87,1336,461.333,121.333
269,0,500,0,37,37,37,1341,53.333,391.333
270,0,500,0,59,59,59,1346,53.0,390.0
271,0,500,0,59,59,59,1351,56.0,387.0
272,0,500,0,78,78,78,1356,56.0,388.0
273,0,500,0,77,77,77,1361,56.0,386.0
274,0,500,0,104,104,104,1366,57.0,388.0
275,0,500,0,104,104,104,1371,56.0,382.0
276,0,500,0,103,103,103,1376,58.0,381.0
277,0,500,0,100,100,100,1381,56.0,378.0
278,0,500,0,82,82,82,1386,54.0,371.0
279,0,500,0,88,88,88,1391,57.0,368.0
280,0,500,0,80,80,80,1396,55.0,366.0
281,0,500,0,78,78,78,1401,56.667,364.667
282,0,500,0,101,101,101,1406,57.333,364.0
283,0,500,0,78,78,78,1411,58.0,361.333
284,0,500,0,94,94,94,1416,59.333,356.0
285,0,500,0,67,67,67,1421,60.667,352.667
286,0,500,0,86,86,86,1426,392.667,413.333
287,0,500,0,100,100,100,1431,458.0,117.333
288,0,500,0,98,98,98,1436,462.667,82.667
289,0,500,0,118,118,118,1441,145.333,180.333
290,0,500,0,104,104,104,1446,329.333,224.333
291,0,500,0,79,79,79,1451,114.667,277.0
292,0,500,0,108,108,108,1456,420.0,172.667
293,0,500,0,108,108,108,1461,156.0,152.0
294,0,500,0,117,117,117,1466,130.667,201.333
295,0,500,0,87,87,87,1471,245.667,402.667
296,0,500,0,80,80,80,1476,137.0,64.667
297,0,500,0,102,102,102,1481,63.0,320.0
298,0,500,0,91,91,91,1486,126.0,374.0
299,0,500,0,85,85,85,1491,166.0,61.0
300,0,500,0,4,4,4,1496,161.0,3.0
301,0,500,0,57,57,57,1501,428.0,28.0
302,0,500,0,119,119,119,1506,138.0,177.0
303,0,500,0,90,90,90,1511,74.0,260.0
304,0,500,0,95,95,95,1516,78.0,331.0
305,0,500,0,88,88,88,1521,120.0,393.0
306,0,500,0,94,94,94,1526,125.0,396.0
307,0,500,0,106,106,106,1531,256.0,234.0
308,0,500,0,74,74,74,1536,83.0,74.0
309,0,500,0,95,95,95,1541,268.0,404.0
310,0,500,0,104,104,104,1546,376.0,360.0
311,0,500,0,97,97,97,1551,249.0,334.0
312,0,500,0,77,77,77,1556,415.0,356.0
313,0,500,0,101,101,101,1561,340.0,376.0
314,0,500,0,95,95,95,1566,350.0,356.0
315,0,500,0,59,59,59,1571,355.0,325.0
316,0,500,0,84,84,84,1576,81.0,298.0
317,0,500,0,79,79,79,1581,170.0,377.0
318,0,500,0,86,86,86,1586,181.0,379.0
319,0,1075,0,97,97,97,1591,241.0,277.0
320,0,1075,0,107,107,107,1596,286.0,371.0
321,0,1075,0,87,87,87,1601,6.0,3.0
322,0,1075,0,73,73,73,1606,437.0,369.0
323,0,1075,0,97,97,97,1611,169.0,312.0
324,0,1075,0,55,55,55,1616,61.0,384.0
325,0,1075,0,119,119,119,1621,194.0,375.0
326,0,1075,0,99,99,99,1626,153.0,217.0
327,0,1075,0,107,107,107,1631,338.0,379.0
328,0,1075,0,109,109,109,1636,422.0,390.0
329,0,1075,0,105,105,105,1641,434.0,390.0
330,0,1075,0,103,103,103,1646,439.0,366.0
331,0,1075,0,104,104,104,1651,439.0,372.0
332,0,1075,0,92,92,92,1656,368.0,413.0
333,0,1075,0,86,86,86,1661,281.0,397.0
334,0,1075,0,65,65,65,1666,276.0,392.0
335,0,1075,0,101,101,101,1671,270.0,392.0
336,0,1075,0,104,104,104,1676,274.0,397.0
337,0,1075,0,105,105,105,1681,273.0,398.0
338,0,1075,0,80,80,80,1686,212.0,302.0
339,0,1075,0,63,63,63,1691,394.0,326.0
340,0,1075,0,91,91,91,1696,140.0,293.0
341,0,1075,0,108,108,108,1701,352.0,414.0
342,0,1075,0,100,100,100,1706,438.0,370.0
343,0,1075,0,87,87,87,1711,437.333,372.667
344,0,1075,0,88,88,88,1716,236.0,350.667
345,0,1075,0,86,86,86,1721,198.667,336.667
346,0,1075,0,84,84,84,1726,190.0,332.667
347,0,1075,0,80,80,80,1731,173.333,243.333
348,0,1075,0,91,91,91,1736,174.667,219.333
349,0,1075,0,107,107,107,1741,192.0,170.0
350,0,1075,0,132,132,132,1746,434.0,243.0
351,0,1075,0,106,106,106,1751,397.0,150.0
352,0,1075,0,101,101,101,1756,387.0,14.0
353,0,1075,0,86,86,86,1761,387.0,15.0
354,0,1075,0,72,72,72,1766,395.0,14.0
355,0,1075,0,68,68,68,1771,398.0,15.0
356,0,1075,0,136,136,136,1776,445.0,122.0
357,0,1075,0,119,119,119,1781,451.0,145.0
358,0,1075,0,104,104,104,1786,457.0,158.0
359,0,1075,0,102,102,102,1791,453.0,225.0
360,0,1075,0,77,77,77,1796,451.0,224.0
361,0,1075,0,101,101,101,1801,445.0,305.0
362,0,1075,0,96,96,96,1806,445.0,314.0
363,0,1075,0,88,88,88,1811,436.667,400.333
364,0,1075,0,101,101,101,1816,437.333,371.0
365,0,1075,0,64,64,64,1821,440.667,323.0
366,0,1075,0,103,103,103,1826,450.0,285.66700000000003
367,0,1075,0,84,84,84,1831,450.667,275.0
368,0,1075,0,84,84,84,1836,451.333,283.0
369,0,1075,0,57,57,57,1841,448.667,295.0
370,0,1075,0,94,94,94,1846,444.0,345.0
371,0,1075,0,72,72,72,1851,441.333,356.333
372,0,1075,0,83,83,83,1856,364.0,415.667
373,0,1075,0,86,86,86,1861,443.333,341.667
374,0,1075,0,89,89,89,1866,428.0,405.667
375,0,1075,0,69,69,69,1871,431.333,266.33299999999997
376,0,1075,0,98,98,98,1876,446.0,239.0
377,0,1075,0,83,83,83,1881,440.667,314.33299999999997
378,0,1075,0,78,78,78,1886,438.667,333.667
379,0,1075,0,95,95,95,1891,442.0,303.0
380,0,1075,0,105,105,105,1896,387.333,20.666999999999998
381,0,1075,0,108,108,108,1901,438.667,304.0
382,0,1075,0,98,98,98,1906,437.333,242.667
383,0,1075,0,112,112,112,1911,453.0,200.0
384,0,1075,0,95,95,95,1916,423.0,21.0
385,0,1075,0,73,73,73,1921,374.0,14.0
386,0,1075,0,131,131,131,1926,426.0,244.0
387,0,1075,0,75,75,75,1931,438.0,362.0
388,0,1075,0,97,97,97,1936,290.0,410.0
389,0,1075,0,66,66,66,1941,292.0,407.0
390,0,1075,0,87,87,87,1946,440.0,353.0
391,0,1075,0,84,84,84,1951,438.0,368.0
392,0,1075,0,111,111,111,1956,299.0,353.0
393,0,1075,0,70,70,70,1961,264.0,366.0
394,0,1075,0,97,97,97,1966,196.0,404.0
395,0,1075,0,80,80,80,1971,209.0,319.0
396,0,1075,0,121,121,121,1976,445.0,208.0
397,0,1075,0,111,111,111,1981,445.333,276.0
398,0,1075,0,93,93,93,1986,442.0,312.0
399,0,1075,0,91,91,91,1991,393.333,398.667
400,0,1075,0,95,95,95,1996,429.333,376.0
401,0,1075,0,108,108,108,2001,444.0,286.66700000000003
402,0,1075,0,108,108,108,2006,419.333,137.333
403,0,1075,0,82,82,82,2011,411.333,255.333
404,0,1075,0,101,101,101,2016,440.667,194.667
405,0,1075,0,87,87,87,2021,445.333,40.0
406,0,1075,0,98,98,98,2026,452.0,33.333
407,0,1075,0,106,106,106,2031,468.667,64.667
408,0,1075,0,94,94,94,2036,457.333,146.0
409,0,1075,0,111,111,111,2041,458.667,151.333
410,0,1075,0,108,108,108,2046,456.667,194.667
411,0,1075,0,99,99,99,2051,458.667,194.0
412,0,1075,0,112,112,112,2056,440.0,357.667
413,0,1075,0,97,97,97,2061,395.333,359.667
414,0,1075,0,87,87,87,2066,430.667,369.667
415,0,1075,0,105,105,105,2071,418.667,251.667
416,0,1075,0,126,126,126,2076,385.0,110.0
417,0,1075,0,117,117,117,2081,447.333,278.0
418,0,1075,0,107,107,107,2086,445.333,273.33299999999997
419,0,1075,0,111,111,111,2091,390.667,419.333
420,0,1075,0,81,81,81,2096,3.0,9.0
421,0,1075,0,75,75,75,2101,438.0,245.0
422,0,1075,0,91,91,91,2106,447.0,244.0
423,0,1075,0,113,113,113,2111,445.0,258.0
424,0,1075,0,89,89,89,2116,431.0,314.0
425,0,1075,0,110,110,110,2121,437.0,277.0
426,0,1075,0,111,111,111,2126,465.0,109.0
427,0,1075,0,108,108,108,2131,387.0,402.0
428,0,1075,0,97,97,97,2136,442.0,373.0
429,0,1075,0,96,96,96,2141,445.0,318.0
430,0,1075,0,91,91,91,2146,445.0,299.0
431,0,1075,0,94,94,94,2151,445.0,303.0
432,0,1075,0,100,100,100,2156,439.0,352.0
433,0,1075,0,95,95,95,2161,439.0,361.0
434,0,520,0,110,110,110,2166,407.0,422.0
435,0,520,0,106,106,106,2171,407.0,421.0
436,0,520,0,78,78,78,2176,447.0,256.0
437,0,520,0,75,75,75,2181,446.0,253.0
438,0,520,0,97,97,97,2186,450.0,247.667
439,0,520,0,76,76,76,2191,444.667,313.66700000000003
440,0,520,0,86,86,86,2196,450.0,256.33299999999997
441,0,520,0,103,103,103,2201,450.0,158.333
442,0,520,0,51,51,51,2206,464.667,75.333
443,0,520,0,101,101,101,2211,439.333,358.0
444,0,520,0,84,84,84,2216,438.0,358.667
445,0,520,0,125,125,125,2221,436.0,398.0
446,0,520,0,97,97,97,2226,438.0,398.667
447,0,520,0,89,89,89,2231,442.0,336.0
448,0,520,0,97,97,97,2236,445.333,296.0
449,0,520,0,93,93,93,2241,436.667,350.0
450,0,520,0,98,98,98,2246,414.667,416.0
451,0,520,0,86,86,86,2251,420.0,412.0
452,0,520,0,87,87,87,2256,438.0,354.667
453,0,520,0,110,110,110,2261,442.667,264.0
454,0,520,0,110,110,110,2266,440.0,300.66700000000003
455,0,520,0,117,117,117,2271,434.667,331.333
456,0,520,0,67,67,67,2276,449.333,222.667
457,0,520,0,75,75,75,2281,450.667,218.333
458,0,520,0,104,104,104,2286,464.0,108.333
459,0,520,0,93,93,93,2291,467.5,74.0
460,0,520,0,87,87,87,2296,451.5,223.0
461,0,520,0,94,94,94,2301,452.5,203.5
462,0,520,0,101,101,101,2306,458.0,128.667
463,0,520,0,82,82,82,2311,451.333,192.667
464,0,520,0,106,106,106,2316,462.667,104.0
465,0,520,0,117,117,117,2321,465.0,85.5
466,0,520,0,87,87,87,2326,458.667,148.667
467,0,520,0,109,109,109,2331,460.0,162.667
468,0,520,0,83,83,83,2336,451.333,222.667
469,0,520,0,72,72,72,2341,457.333,189.333
470,0,520,0,72,72,72,2346,128.0,459.0
471,0,520,0,72,72,72,2351,125.0,457.0
472,0,520,0,67,67,67,2356,127.0,459.0
473,0,520,0,95,95,95,2361,125.0,461.0
474,0,520,0,91,91,91,2366,126.0,461.0
475,0,520,0,66,66,66,2371,128.0,459.0
476,0,520,0,68,68,68,2376,129.0,459.0
477,0,520,0,75,75,75,2381,127.0,460.0
478,0,520,0,86,86,86,2386,128.0,461.0
479,0,520,0,63,63,63,2391,127.0,458.0
480,0,520,0,119,119,119,2396,87.0,450.0
481,0,520,0,117,117,117,2401,12.0,279.0
482,0,520,0,138,138,138,2406,93.0,277.0
483,0,520,0,145,145,145,2411,126.0,294.0
484,0,520,0,141,141,141,2416,135.0,322.0
485,0,520,0,141,141,141,2421,138.0,324.0
486,0,520,0,134,134,134,2426,131.0,355.0
487,0,520,0,133,133,133,2431,128.0,360.333
488,0,520,0,131,131,131,2436,125.333,368.333
489,0,520,0,132,132,132,2441,116.0,377.0
490,0,520,0,129,129,129,2446,113.333,381.667
491,0,520,0,104,104,104,2451,74.667,389.667
492,0,520,0,116,116,116,2456,100.667,445.0
493,0,520,0,119,119,119,2461,149.333,451.667
494,0,520,0,117,117,117,2466,151.333,453.0
495,0,520,0,128,128,128,2471,224.0,401.667
496,0,520,0,110,110,110,2476,408.0,425.333
497,0,520,0,110,110,110,2481,408.0,422.0
498,0,520,0,116,116,116,2486,413.333,402.0
499,0,520,0,119,119,119,2491,413.333,399.333
500,0,520,0,113,113,113,2496,412.667,399.333
501,0,520,0,104,104,104,2501,411.333,398.667
502,0,520,0,118,118,118,2506,412.0,398.667
503,0,520,0,108,108,108,2511,412.667,396.667
504,0,520,0,120,120,120,2516,412.0,398.0
505,0,520,0,110,110,110,2521,411.333,397.333
506,0,520,0,85,85,85,2526,409.333,396.0
507,0,520,0,119,119,119,2531,410.0,400.667
508,0,520,0,80,80,80,2536,408.667,394.667
509,0,520,0,104,104,104,2541,410.0,394.667
510,0,520,0,101,101,101,2546,409.333,395.333
511,0,520,0,108,108,108,2551,410.0,392.0
512,0,520,0,109,109,109,2556,410.0,392.667
513,0,520,0,103,103,103,2561,410.667,388.667
514,0,520,0,110,110,110,2566,410.667,388.0
515,0,520,0,116,116,116,2571,410.0,389.333
516,0,520,0,108,108,108,2576,410.667,387.333
517,0,520,0,78,78,78,2581,410.667,383.333
518,0,520,0,110,110,110,2586,411.333,387.333
519,0,520,0,105,105,105,2591,412.667,384.667
520,0,520,0,112,112,112,2596,411.333,384.0
521,0,520,0,112,112,112,2601,411.333,384.0
522,0,520,0,120,120,120,2606,414.0,384.667
523,0,520,0,103,103,103,2611,410.667,385.333
524,0,520,0,124,124,124,2616,412.0,387.333
525,0,520,0,110,110,110,2621,411.333,383.333
526,0,520,0,118,118,118,2626,410.0,384.0
527,0,520,0,104,104,104,2631,411.333,382.667
528,0,520,0,112,112,112,2636,412.0,382.0
529,0,520,0,95,95,95,2641,410.667,382.667
530,0,520,0,118,118,118,2646,412.667,383.333
531,0,520,0,92,92,92,2651,411.333,381.333
532,0,520,0,122,122,122,2656,412.0,383.333
533,0,520,0,90,90,90,2661,411.333,380.0
534,0,520,0,110,110,110,2666,412.667,381.333
535,0,520,0,91,91,91,2671,411.333,380.0
536,0,520,0,90,90,90,2676,411.333,380.667
537,0,520,0,115,115,115,2681,410.0,384.0
538,0,835,0,85,85,85,2686,410.0,382.0
539,0,835,0,112,112,112,2691,410.0,385.333
540,0,835,0,98,98,98,2696,410.0,383.333
541,0,835,0,107,107,107,2701,410.0,384.0
542,0,835,0,98,98,98,2706,410.0,383.333
543,0,835,0,103,103,103,2711,409.333,384.0
544,0,835,0,110,110,110,2716,411.333,383.333
545,0,835,0,109,109,109,2721,410.0,383.333
546,0,835,0,116,116,116,2726,410.0,384.667
547,0,835,0,110,110,110,2731,409.333,383.333
548,0,835,0,94,94,94,2736,410.0,380.667
549,0,835,0,117,117,117,2741,410.0,383.333
550,0,835,0,111,111,111,2746,412.0,379.333
551,0,835,0,112,112,112,2751,412.667,379.333
552,0,835,0,124,124,124,2756,412.0,380.0
