Slice,Area,Count,Counter,Max,Mean,Min,Unnamed: 0,X,Y
73,0,625,0,112,112,112,364,298.66700000000003,350.667
74,0,625,0,114,114,114,369,289.33299999999997,322.0
75,0,625,0,115,115,115,374,284.66700000000003,319.33299999999997
76,0,625,0,108,108,108,379,282.66700000000003,312.66700000000003
77,0,625,0,115,115,115,384,308.0,283.33299999999997
78,0,625,0,116,116,116,389,378.0,270.66700000000003
79,0,625,0,124,124,124,394,400.667,254.667
80,0,625,0,113,113,113,399,400.667,246.0
81,0,625,0,129,129,129,404,350.0,274.0
82,0,625,0,121,121,121,409,374.0,280.66700000000003
83,0,625,0,73,73,73,414,413.333,308.66700000000003
84,0,625,0,83,83,83,419,403.5,286.5
85,0,625,0,129,129,129,424,394.5,279.0
86,0,625,0,116,116,116,429,441.0,189.0
87,0,625,0,95,95,95,434,386.0,65.5
88,0,625,0,124,124,124,439,301.5,94.5
89,0,625,0,91,91,91,444,344.5,97.0
90,0,625,0,83,83,83,449,449.0,57.0
91,0,625,0,126,126,126,454,328.5,196.5
92,0,625,0,136,136,136,459,296.0,171.5
93,0,625,0,129,129,129,464,284.0,202.5
94,0,625,0,119,119,119,469,285.5,200.5
95,0,625,0,130,130,130,474,337.5,193.0
96,0,625,0,138,138,138,479,363.5,189.0
97,0,625,0,146,146,146,484,334.5,209.5
98,0,625,0,149,149,149,489,353.0,213.5
99,0,625,0,145,145,145,494,353.5,218.5
100,0,625,0,133,133,133,499,349.5,237.5
101,0,625,0,114,114,114,504,344.0,244.5
102,0,625,0,130,130,130,509,344.0,247.0
103,0,625,0,110,110,110,514,319.0,290.0
104,0,625,0,122,122,122,519,327.5,284.5
105,0,625,0,89,89,89,524,275.33299999999997,232.0
106,0,625,0,101,101,101,529,367.0,319.33299999999997
107,0,625,0,61,61,61,534,364.333,318.0
108,0,625,0,62,62,62,539,377.0,341.333
109,0,625,0,110,110,110,544,333.0,371.333
110,0,625,0,76,76,76,549,299.66700000000003,362.667
111,0,625,0,120,120,120,554,285.66700000000003,338.0
112,0,625,0,91,91,91,559,262.33299999999997,273.33299999999997
113,0,625,0,92,92,92,564,234.333,219.333
114,0,625,0,97,97,97,569,262.0,341.0
115,0,625,0,122,122,122,574,199.333,306.66700000000003
116,0,625,0,94,94,94,579,285.33299999999997,304.66700000000003
117,0,625,0,114,114,114,584,326.0,330.0
118,0,625,0,127,127,127,589,180.667,344.0
119,0,625,0,67,67,67,594,333.333,395.333
120,0,625,0,69,69,69,599,275.33299999999997,293.33299999999997
121,0,625,0,108,108,108,604,200.667,285.33299999999997
122,0,625,0,82,82,82,609,303.33299999999997,376.667
123,0,625,0,80,80,80,614,319.33299999999997,378.0
124,0,625,0,101,101,101,619,341.333,353.333
125,0,625,0,95,95,95,624,354.0,357.333
126,0,805,0,115,115,115,629,404.667,194.667
127,0,805,0,101,101,101,634,322.0,382.0
128,0,805,0,79,79,79,639,354.667,281.33299999999997
129,0,805,0,77,77,77,644,416.667,290.0
130,0,805,0,55,55,55,649,411.333,282.66700000000003
131,0,805,0,98,98,98,654,333.5,363.5
132,0,805,0,107,107,107,659,244.667,384.667
133,0,805,0,109,109,109,664,198.667,394.667
134,0,805,0,88,88,88,669,195.5,392.0
135,0,805,0,105,105,105,674,198.0,386.0
136,0,805,0,108,108,108,679,408.333,269.33299999999997
137,0,805,0,87,87,87,684,333.667,364.667
138,0,805,0,99,99,99,689,285.33299999999997,340.0
139,0,805,0,95,95,95,694,179.5,343.5
140,0,805,0,96,96,96,699,105.5,389.5
141,0,805,0,90,90,90,704,111.0,380.5
142,0,805,0,108,108,108,709,127.5,369.5
143,0,805,0,126,126,126,714,307.0,211.0
144,0,805,0,136,136,136,719,300.5,187.0
145,0,805,0,134,134,134,724,344.0,137.5
146,0,805,0,102,102,102,729,261.33299999999997,330.667
147,0,805,0,120,120,120,734,241.333,346.0
148,0,805,0,110,110,110,739,223.333,358.0
149,0,805,0,105,105,105,744,214.667,370.667
150,0,805,0,130,130,130,749,216.0,378.0
151,0,805,0,130,130,130,754,202.667,382.0
152,0,805,0,95,95,95,759,130.667,323.33299999999997
153,0,805,0,116,116,116,764,130.0,324.0
154,0,805,0,122,122,122,769,217.333,144.667
155,0,805,0,109,109,109,774,151.333,236.667
156,0,805,0,119,119,119,779,171.333,166.0
157,0,805,0,108,108,108,784,112.0,158.0
158,0,805,0,96,96,96,789,118.667,126.0
159,0,805,0,120,120,120,794,115.333,124.0
160,0,805,0,106,106,106,799,112.667,108.0
161,0,805,0,94,94,94,804,113.333,86.667
162,0,1089,0,153,153,153,809,243.0,42.0
163,0,1089,0,116,116,116,814,416.0,114.0
164,0,1089,0,140,140,140,819,419.0,80.0
165,0,1089,0,144,144,144,824,303.0,96.0
166,0,1089,0,83,83,83,829,98.0,115.0
167,0,1089,0,82,82,82,834,125.0,144.0
168,0,1089,0,105,105,105,839,117.0,205.0
169,0,1089,0,51,51,51,844,93.0,270.0
170,0,1089,0,44,44,44,849,111.0,267.0
171,0,1089,0,113,113,113,854,155.0,227.0
172,0,1089,0,87,87,87,859,98.0,307.0
173,0,1089,0,91,91,91,864,196.0,328.0
174,0,1089,0,124,124,124,869,290.0,393.0
175,0,1089,0,118,118,118,874,292.0,345.0
176,0,1089,0,87,87,87,879,74.0,226.0
177,0,1089,0,98,98,98,884,157.0,266.0
178,0,1089,0,85,85,85,889,198.0,278.0
179,0,1089,0,19,19,19,894,108.0,322.0
180,0,1089,0,99,99,99,899,188.0,241.0
181,0,1089,0,105,105,105,904,90.0,276.0
182,0,1089,0,80,80,80,909,195.0,261.0
183,0,1089,0,111,111,111,914,257.0,321.0
184,0,1089,0,88,88,88,919,256.0,334.0
185,0,1089,0,111,111,111,924,250.0,355.0
186,0,1089,0,84,84,84,929,289.0,367.0
187,0,1089,0,98,98,98,934,288.0,374.0
188,0,1089,0,123,123,123,939,297.0,388.0
189,0,1089,0,94,94,94,944,301.0,337.0
190,0,1089,0,112,112,112,949,421.0,328.0
191,0,1089,0,119,119,119,954,414.0,221.0
192,0,1089,0,44,44,44,959,386.0,312.0
193,0,1089,0,53,53,53,964,380.0,326.0
194,0,1089,0,95,95,95,969,364.0,54.0
195,0,1089,0,93,93,93,974,456.0,203.0
196,0,1089,0,78,78,78,979,412.0,286.0
197,0,1089,0,111,111,111,984,337.0,276.0
198,0,1089,0,101,101,101,989,439.0,191.0
199,0,1089,0,102,102,102,994,348.0,143.0
200,0,1089,0,134,134,134,999,392.0,95.0
201,0,1089,0,110,110,110,1004,420.0,175.0
202,0,1089,0,83,83,83,1009,436.0,220.0
203,0,5,0,110,110,110,1014,421.0,289.0
204,0,10,0,98,98,98,1019,403.0,267.0
205,0,1089,0,117,117,117,1024,442.0,205.0
206,0,1089,0,144,144,144,1029,327.0,88.0
207,0,1089,0,96,96,96,1034,329.0,90.0
208,0,1089,0,113,113,113,1039,328.0,81.0
209,0,1089,0,124,124,124,1044,328.0,83.0
210,0,1089,0,131,131,131,1049,381.0,64.0
211,0,1089,0,133,133,133,1054,303.0,110.0
212,0,1089,0,111,111,111,1059,310.0,92.0
213,0,1089,0,133,133,133,1064,342.0,183.0
214,0,1089,0,112,112,112,1069,439.0,279.0
215,0,1089,0,91,91,91,1074,415.0,269.0
216,0,1089,0,81,81,81,1079,242.0,358.0
217,0,1089,0,98,98,98,1084,280.0,384.0
218,0,1089,0,91,91,91,1089,268.0,389.0
219,0,500,0,60,60,60,1094,347.0,388.0
220,0,500,0,132,132,132,1099,312.0,93.0
221,0,500,0,108,108,108,1104,336.333,104.0
222,0,500,0,128,128,128,1109,319.66700000000003,135.333
223,0,500,0,147,147,147,1114,319.66700000000003,136.0
224,0,500,0,124,124,124,1119,318.33299999999997,150.667
225,0,500,0,126,126,126,1124,310.33299999999997,149.333
226,0,500,0,134,134,134,1129,446.667,188.0
227,0,500,0,109,109,109,1134,406.0,220.667
228,0,500,0,103,103,103,1139,399.333,216.0
229,0,500,0,138,138,138,1144,398.667,212.667
230,0,500,0,87,87,87,1149,314.66700000000003,308.66700000000003
231,0,500,0,121,121,121,1154,428.0,242.667
232,0,500,0,114,114,114,1159,420.0,245.333
233,0,500,0,118,118,118,1164,374.667,150.667
234,0,500,0,70,70,70,1169,414.667,138.667
235,0,500,0,134,134,134,1174,271.33299999999997,115.333
236,0,500,0,122,122,122,1179,427.333,69.333
237,0,500,0,61,61,61,1184,387.333,85.333
238,0,500,0,137,137,137,1189,386.667,78.0
239,0,500,0,148,148,148,1194,406.0,155.333
240,0,500,0,95,95,95,1199,422.0,217.333
241,0,500,0,93,93,93,1204,341.333,35.333
242,0,500,0,106,106,106,1209,400.0,130.0
243,0,500,0,68,68,68,1214,406.667,300.0
244,0,500,0,124,124,124,1219,354.0,91.333
245,0,500,0,90,90,90,1224,410.0,60.0
246,0,500,0,74,74,74,1229,390.667,221.333
247,0,500,0,77,77,77,1234,354.0,230.667
248,0,500,0,77,77,77,1239,354.0,224.667
249,0,500,0,90,90,90,1244,346.667,235.333
250,0,500,0,119,119,119,1249,402.0,241.333
251,0,500,0,96,96,96,1254,337.333,338.667
252,0,500,0,116,116,116,1259,444.667,253.333
253,0,500,0,129,129,129,1264,425.333,128.667
254,0,500,0,140,140,140,1269,407.333,116.0
255,0,500,0,124,124,124,1274,359.333,163.333
256,0,500,0,94,94,94,1279,409.333,262.0
257,0,500,0,108,108,108,1284,402.667,166.667
258,0,500,0,131,131,131,1289,281.33299999999997,47.333
259,0,500,0,127,127,127,1294,194.0,104.667
260,0,500,0,140,140,140,1299,182.667,39.333
261,0,500,0,121,121,121,1304,207.333,66.667
262,0,500,0,132,132,132,1309,210.0,66.0
263,0,500,0,127,127,127,1314,164.0,236.667
264,0,500,0,92,92,92,1319,169.333,204.0
265,0,500,0,91,91,91,1324,92.0,176.667
266,0,500,0,120,120,120,1329,144.0,7.0
267,0,500,0,90,90,90,1334,342.0,79.333
268,0,500,0,100,100,100,1339,341.333,66.0
269,0,500,0,92,92,92,1344,94.0,274.0
270,0,500,0,101,101,101,1349,81.0,265.0
271,0,500,0,80,80,80,1354,78.0,263.0
272,0,500,0,98,98,98,1359,77.0,248.0
273,0,500,0,109,109,109,1364,80.0,237.0
274,0,500,0,108,108,108,1369,81.0,237.0
275,0,500,0,68,68,68,1374,79.0,234.0
276,0,500,0,93,93,93,1379,77.0,227.0
277,0,500,0,104,104,104,1384,78.0,223.0
278,0,500,0,114,114,114,1389,78.0,208.0
279,0,500,0,98,98,98,1394,78.0,208.0
280,0,500,0,88,88,88,1399,78.0,209.0
281,0,500,0,105,105,105,1404,79.333,206.667
282,0,500,0,111,111,111,1409,79.333,202.0
283,0,500,0,109,109,109,1414,78.0,200.0
284,0,500,0,112,112,112,1419,77.333,190.667
285,0,500,0,109,109,109,1424,77.333,189.333
286,0,500,0,59,59,59,1429,257.33299999999997,386.667
287,0,500,0,98,98,98,1434,382.667,277.33299999999997
288,0,500,0,79,79,79,1439,448.0,214.0
289,0,500,0,102,102,102,1444,227.333,17.0
290,0,500,0,62,62,62,1449,168.667,289.0
291,0,500,0,74,74,74,1454,111.333,93.0
292,0,500,0,79,79,79,1459,427.333,342.667
293,0,500,0,127,127,127,1464,335.333,88.0
294,0,500,0,102,102,102,1469,277.33299999999997,80.0
295,0,500,0,103,103,103,1474,133.667,266.0
296,0,500,0,114,114,114,1479,316.0,34.0
297,0,500,0,97,97,97,1484,73.0,127.0
298,0,500,0,99,99,99,1489,311.0,372.0
299,0,500,0,84,84,84,1494,120.0,241.0
300,0,500,0,80,80,80,1499,174.0,144.0
301,0,500,0,119,119,119,1504,324.0,91.0
302,0,500,0,98,98,98,1509,286.0,71.0
303,0,500,0,104,104,104,1514,192.0,121.0
304,0,500,0,88,88,88,1519,127.0,168.0
305,0,500,0,87,87,87,1524,44.0,227.0
306,0,500,0,52,52,52,1529,48.0,236.0
307,0,500,0,110,110,110,1534,427.0,252.0
308,0,500,0,96,96,96,1539,105.0,235.0
309,0,500,0,102,102,102,1544,423.0,334.0
310,0,500,0,72,72,72,1549,278.0,311.0
311,0,500,0,65,65,65,1554,70.0,290.0
312,0,500,0,56,56,56,1559,240.0,351.0
313,0,500,0,112,112,112,1564,449.0,240.0
314,0,500,0,103,103,103,1569,448.0,226.0
315,0,500,0,82,82,82,1574,451.0,217.0
316,0,500,0,107,107,107,1579,224.0,191.0
317,0,500,0,91,91,91,1584,143.0,279.0
318,0,500,0,88,88,88,1589,135.0,281.0
319,0,1075,0,101,101,101,1594,388.0,201.0
320,0,1075,0,86,86,86,1599,105.0,337.0
321,0,1075,0,87,87,87,1604,19.0,5.0
322,0,1075,0,88,88,88,1609,306.0,339.0
323,0,1075,0,102,102,102,1614,257.0,150.0
324,0,1075,0,60,60,60,1619,120.0,225.0
325,0,1075,0,85,85,85,1624,43.0,305.0
326,0,1075,0,107,107,107,1629,302.0,108.0
327,0,1075,0,107,107,107,1634,311.0,305.0
328,0,1075,0,84,84,84,1639,239.0,371.0
329,0,1075,0,92,92,92,1644,254.0,360.0
330,0,1075,0,75,75,75,1649,290.0,367.0
331,0,1075,0,105,105,105,1654,294.0,384.0
332,0,1075,0,98,98,98,1659,299.0,295.0
333,0,1075,0,111,111,111,1664,411.0,262.0
334,0,1075,0,96,96,96,1669,407.0,269.0
335,0,1075,0,112,112,112,1674,404.0,265.0
336,0,1075,0,109,109,109,1679,397.0,265.0
337,0,1075,0,119,119,119,1684,402.0,273.0
338,0,1075,0,103,103,103,1689,372.0,321.0
339,0,1075,0,83,83,83,1694,437.0,159.0
340,0,1075,0,95,95,95,1699,149.0,186.0
341,0,1075,0,90,90,90,1704,265.0,370.0
342,0,1075,0,98,98,98,1709,325.33299999999997,234.0
343,0,1075,0,104,104,104,1714,304.0,253.333
344,0,1075,0,91,91,91,1719,356.667,264.0
345,0,1075,0,93,93,93,1724,368.0,314.66700000000003
346,0,1075,0,77,77,77,1729,354.0,313.33299999999997
347,0,1075,0,83,83,83,1734,264.0,400.0
348,0,1075,0,88,88,88,1739,266.66700000000003,370.667
349,0,1075,0,80,80,80,1744,157.333,347.333
350,0,1075,0,116,116,116,1749,387.0,66.0
351,0,1075,0,97,97,97,1754,347.0,328.0
352,0,1075,0,122,122,122,1759,393.0,194.0
353,0,1075,0,125,125,125,1764,393.0,198.0
354,0,1075,0,72,72,72,1769,392.0,180.0
355,0,1075,0,78,78,78,1774,366.0,190.0
356,0,1075,0,118,118,118,1779,355.0,127.0
357,0,1075,0,76,76,76,1784,307.0,94.0
358,0,1075,0,93,93,93,1789,324.0,75.0
359,0,1075,0,73,73,73,1794,414.0,355.0
360,0,1075,0,81,81,81,1799,419.0,354.0
361,0,1075,0,90,90,90,1804,268.0,258.0
362,0,1075,0,121,121,121,1809,270.66700000000003,263.0
363,0,1075,0,98,98,98,1814,322.0,260.33299999999997
364,0,1075,0,97,97,97,1819,280.0,283.0
365,0,1075,0,105,105,105,1824,276.0,265.66700000000003
366,0,1075,0,109,109,109,1829,281.33299999999997,247.667
367,0,1075,0,126,126,126,1834,276.66700000000003,245.667
368,0,1075,0,110,110,110,1839,288.0,216.333
369,0,1075,0,98,98,98,1844,302.0,205.0
370,0,1075,0,98,98,98,1849,346.667,196.333
371,0,1075,0,130,130,130,1854,348.667,197.667
372,0,1075,0,86,86,86,1859,450.667,255.0
373,0,1075,0,109,109,109,1864,442.667,206.333
374,0,1075,0,125,125,125,1869,424.0,243.667
375,0,1075,0,80,80,80,1874,330.0,283.0
376,0,1075,0,76,76,76,1879,350.0,343.667
377,0,1075,0,75,75,75,1884,334.0,363.0
378,0,1075,0,106,106,106,1889,304.66700000000003,338.333
379,0,1075,0,81,81,81,1894,290.66700000000003,300.33299999999997
380,0,1075,0,123,123,123,1899,394.0,196.667
381,0,1075,0,111,111,111,1904,362.667,254.667
382,0,1075,0,47,47,47,1909,362.0,350.0
383,0,1075,0,88,88,88,1914,398.0,358.0
384,0,1075,0,73,73,73,1919,451.0,150.0
385,0,1075,0,81,81,81,1924,400.0,165.0
386,0,1075,0,84,84,84,1929,340.0,92.0
387,0,1075,0,109,109,109,1934,435.0,227.0
388,0,1075,0,105,105,105,1939,416.0,319.0
389,0,1075,0,112,112,112,1944,416.0,314.0
390,0,1075,0,102,102,102,1949,422.0,252.0
391,0,1075,0,87,87,87,1954,396.0,233.0
392,0,1075,0,101,101,101,1959,304.0,181.0
393,0,1075,0,120,120,120,1964,307.0,185.0
394,0,1075,0,64,64,64,1969,294.0,283.0
395,0,1075,0,115,115,115,1974,348.0,275.0
396,0,1075,0,100,100,100,1979,295.0,119.0
397,0,1075,0,117,117,117,1984,378.667,132.0
398,0,1075,0,125,125,125,1989,412.667,158.0
399,0,1075,0,83,83,83,1994,400.0,330.0
400,0,1075,0,105,105,105,1999,332.0,288.66700000000003
401,0,1075,0,111,111,111,2004,287.33299999999997,327.33299999999997
402,0,1075,0,81,81,81,2009,425.333,311.33299999999997
403,0,1075,0,94,94,94,2014,315.33299999999997,114.667
404,0,1075,0,83,83,83,2019,367.333,262.0
405,0,1075,0,88,88,88,2024,450.0,224.667
406,0,1075,0,81,81,81,2029,446.667,214.667
407,0,1075,0,114,114,114,2034,419.333,129.333
408,0,1075,0,113,113,113,2039,303.33299999999997,203.333
409,0,1075,0,81,81,81,2044,292.0,180.0
410,0,1075,0,127,127,127,2049,286.66700000000003,147.333
411,0,1075,0,119,119,119,2054,288.0,144.667
412,0,1075,0,93,93,93,2059,376.667,180.333
413,0,1075,0,108,108,108,2064,222.667,317.0
414,0,1075,0,82,82,82,2069,256.0,342.333
415,0,1075,0,93,93,93,2074,340.667,388.333
416,0,1075,0,108,108,108,2079,439.0,276.0
417,0,1075,0,121,121,121,2084,376.667,118.0
418,0,1075,0,101,101,101,2089,298.0,392.0
419,0,1075,0,113,113,113,2094,364.0,248.667
420,0,1075,0,82,82,82,2099,329.0,327.0
421,0,1075,0,58,58,58,2104,386.0,397.0
422,0,1075,0,89,89,89,2109,412.0,273.0
423,0,1075,0,113,113,113,2114,377.0,269.0
424,0,1075,0,133,133,133,2119,395.0,179.0
425,0,1075,0,81,81,81,2124,352.0,387.0
426,0,1075,0,112,112,112,2129,450.0,156.0
427,0,1075,0,81,81,81,2134,445.0,235.0
428,0,1075,0,105,105,105,2139,314.0,282.0
429,0,1075,0,110,110,110,2144,304.0,283.0
430,0,1075,0,73,73,73,2149,316.0,372.0
431,0,1075,0,92,92,92,2154,340.0,371.0
432,0,1075,0,109,109,109,2159,299.0,249.0
433,0,1075,0,134,134,134,2164,307.0,238.0
434,0,520,0,69,69,69,2169,313.0,291.0
435,0,520,0,99,99,99,2174,311.0,287.0
436,0,520,0,70,70,70,2179,340.0,369.0
437,0,520,0,91,91,91,2184,340.0,372.0
438,0,520,0,94,94,94,2189,376.0,390.333
439,0,520,0,115,115,115,2194,285.33299999999997,249.0
440,0,520,0,107,107,107,2199,346.0,407.0
441,0,520,0,87,87,87,2204,345.333,151.667
442,0,520,0,123,123,123,2209,357.333,217.333
443,0,520,0,83,83,83,2214,326.66700000000003,226.0
444,0,520,0,99,99,99,2219,322.66700000000003,226.0
445,0,520,0,113,113,113,2224,323.33299999999997,258.0
446,0,520,0,96,96,96,2229,277.33299999999997,324.66700000000003
447,0,520,0,71,71,71,2234,303.33299999999997,304.0
448,0,520,0,103,103,103,2239,318.0,272.66700000000003
449,0,520,0,106,106,106,2244,318.66700000000003,234.667
450,0,520,0,104,104,104,2249,429.333,231.333
451,0,520,0,116,116,116,2254,431.333,225.333
452,0,520,0,85,85,85,2259,307.33299999999997,304.0
453,0,520,0,122,122,122,2264,404.0,92.0
454,0,520,0,110,110,110,2269,404.0,122.667
455,0,520,0,119,119,119,2274,423.333,138.0
456,0,520,0,77,77,77,2279,391.0,389.0
457,0,520,0,82,82,82,2284,392.0,387.0
458,0,520,0,84,84,84,2289,398.0,255.0
459,0,520,0,117,117,117,2294,366.0,190.0
460,0,520,0,75,75,75,2299,343.5,351.5
461,0,520,0,69,69,69,2304,362.5,350.5
462,0,520,0,95,95,95,2309,306.66700000000003,48.0
463,0,520,0,108,108,108,2314,333.333,313.33299999999997
464,0,520,0,72,72,72,2319,401.333,277.33299999999997
465,0,520,0,121,121,121,2324,410.0,261.33299999999997
466,0,520,0,109,109,109,2329,328.667,37.333
467,0,520,0,114,114,114,2334,340.0,34.0
468,0,520,0,90,90,90,2339,404.0,45.333
469,0,520,0,104,104,104,2344,416.0,289.33299999999997
470,0,520,0,122,122,122,2349,148.0,365.0
471,0,520,0,124,124,124,2354,141.0,364.0
472,0,520,0,93,93,93,2359,136.0,373.0
473,0,520,0,93,93,93,2364,137.0,368.0
474,0,520,0,110,110,110,2369,135.0,370.0
475,0,520,0,93,93,93,2374,134.0,374.0
476,0,520,0,131,131,131,2379,130.0,368.0
477,0,520,0,124,124,124,2384,130.0,374.0
478,0,520,0,83,83,83,2389,131.0,377.0
479,0,520,0,125,125,125,2394,127.0,376.0
480,0,520,0,112,112,112,2399,156.0,376.0
481,0,520,0,132,132,132,2404,58.0,429.0
482,0,520,0,130,130,130,2409,20.0,336.0
483,0,520,0,114,114,114,2414,16.0,318.0
484,0,520,0,125,125,125,2419,20.0,304.0
485,0,520,0,117,117,117,2424,26.0,296.0
486,0,520,0,118,118,118,2429,35.0,289.0
487,0,520,0,126,126,126,2434,32.667,289.66700000000003
488,0,520,0,110,110,110,2439,32.0,291.66700000000003
489,0,520,0,119,119,119,2444,34.667,290.33299999999997
490,0,520,0,125,125,125,2449,42.0,278.33299999999997
491,0,520,0,128,128,128,2454,57.333,275.0
492,0,520,0,132,132,132,2459,89.333,304.33299999999997
493,0,520,0,111,111,111,2464,42.0,311.0
494,0,520,0,102,102,102,2469,21.333000000000002,345.667
495,0,520,0,103,103,103,2474,82.667,351.0
496,0,520,0,100,100,100,2479,268.0,372.0
497,0,520,0,92,92,92,2484,274.66700000000003,357.333
498,0,520,0,104,104,104,2489,284.66700000000003,338.0
499,0,520,0,98,98,98,2494,281.33299999999997,320.0
500,0,520,0,104,104,104,2499,289.33299999999997,310.0
501,0,520,0,105,105,105,2504,295.33299999999997,304.66700000000003
502,0,520,0,111,111,111,2509,300.0,298.66700000000003
503,0,520,0,87,87,87,2514,306.66700000000003,295.33299999999997
504,0,520,0,139,139,139,2519,310.66700000000003,288.0
505,0,520,0,106,106,106,2524,319.33299999999997,283.33299999999997
506,0,520,0,141,141,141,2529,319.33299999999997,280.0
507,0,520,0,103,103,103,2534,324.0,280.0
508,0,520,0,146,146,146,2539,326.66700000000003,274.0
509,0,520,0,119,119,119,2544,329.333,274.66700000000003
510,0,520,0,131,131,131,2549,328.0,273.33299999999997
511,0,520,0,118,118,118,2554,327.33299999999997,274.0
512,0,520,0,128,128,128,2559,326.66700000000003,272.0
513,0,520,0,115,115,115,2564,318.0,274.0
514,0,520,0,106,106,106,2569,315.33299999999997,276.0
515,0,520,0,122,122,122,2574,314.66700000000003,276.66700000000003
516,0,520,0,116,116,116,2579,318.0,274.66700000000003
517,0,520,0,104,104,104,2584,318.66700000000003,275.33299999999997
518,0,520,0,116,116,116,2589,317.33299999999997,275.33299999999997
519,0,520,0,108,108,108,2594,315.33299999999997,280.66700000000003
520,0,520,0,118,118,118,2599,312.0,284.0
521,0,520,0,116,116,116,2604,312.0,285.33299999999997
522,0,520,0,107,107,107,2609,312.0,286.66700000000003
523,0,520,0,120,120,120,2614,311.33299999999997,284.0
524,0,520,0,119,119,119,2619,312.0,282.66700000000003
525,0,520,0,110,110,110,2624,314.0,276.66700000000003
526,0,520,0,125,125,125,2629,312.66700000000003,276.66700000000003
527,0,520,0,150,150,150,2634,309.33299999999997,274.66700000000003
528,0,520,0,114,114,114,2639,311.33299999999997,278.0
529,0,520,0,124,124,124,2644,310.66700000000003,278.0
530,0,520,0,140,140,140,2649,310.0,276.0
531,0,520,0,139,139,139,2654,309.33299999999997,278.0
532,0,520,0,122,122,122,2659,310.66700000000003,278.0
533,0,520,0,125,125,125,2664,310.0,278.0
534,0,520,0,103,103,103,2669,311.33299999999997,279.33299999999997
535,0,520,0,112,112,112,2674,310.66700000000003,279.33299999999997
