Slice,Area,Count,Counter,Max,Mean,Min,Unnamed: 0,X,Y
174,0,1005,0,133,133,133,867,58.667,426.667
175,0,1005,0,115,115,115,872,150.667,303.33299999999997
176,0,1005,0,131,131,131,877,52.0,422.5
177,0,1005,0,169,169,169,882,424.5,111.0
178,0,1005,0,126,126,126,887,452.5,115.0
179,0,1005,0,109,109,109,892,416.0,442.0
180,0,1005,0,18,18,18,897,171.5,461.5
181,0,1005,0,33,33,33,902,277.5,450.0
182,0,1005,0,65,65,65,907,474.0,106.5
183,0,1005,0,127,127,127,912,131.0,95.0
184,0,1005,0,127,127,127,917,434.0,89.333
185,0,1005,0,75,75,75,922,88.0,346.667
186,0,1005,0,4,4,4,927,98.5,452.0
187,0,1005,0,121,121,121,932,92.5,437.5
188,0,1005,0,97,97,97,937,92.5,438.5
189,0,1005,0,78,78,78,942,79.0,429.0
190,0,1005,0,116,116,116,947,275.5,468.5
191,0,1005,0,108,108,108,952,155.667,416.667
192,0,1005,0,112,112,112,957,155.667,416.667
193,0,1005,0,103,103,103,962,129.667,442.0
194,0,1005,0,43,43,43,967,117.5,414.5
195,0,1005,0,145,145,145,972,187.667,118.667
196,0,1005,0,145,145,145,977,453.333,110.667
197,0,1005,0,119,119,119,982,468.667,110.667
198,0,1005,0,137,137,137,987,442.0,117.333
199,0,1005,0,120,120,120,992,431.333,115.333
200,0,1005,0,133,133,133,997,382.0,106.0
201,0,1005,0,178,178,178,1002,368.667,109.333
202,0,1295,0,160,160,160,1007,411.333,107.333
203,0,1295,0,134,134,134,1012,238.0,120.667
204,0,1295,0,116,116,116,1017,289.66700000000003,132.0
205,0,1295,0,132,132,132,1022,407.0,132.667
206,0,1295,0,133,133,133,1027,181.333,127.333
207,0,1295,0,91,91,91,1032,163.5,138.5
208,0,1295,0,116,116,116,1037,412.0,472.0
209,0,1295,0,117,117,117,1042,385.333,472.0
210,0,1295,0,109,109,109,1047,403.333,424.0
211,0,1295,0,88,88,88,1052,407.333,425.333
212,0,1295,0,94,94,94,1057,411.333,434.0
213,0,1295,0,0,0,0,1062,104.667,167.333
214,0,1295,0,152,152,152,1067,138.0,118.0
215,0,1295,0,69,69,69,1072,413.333,101.333
216,0,1295,0,147,147,147,1077,418.0,103.333
217,0,1295,0,115,115,115,1082,422.0,103.333
218,0,1295,0,138,138,138,1087,421.333,106.667
219,0,1295,0,99,99,99,1092,419.333,147.333
220,0,1295,0,110,110,110,1097,420.0,115.333
221,0,1295,0,99,99,99,1102,423.333,252.0
222,0,1295,0,82,82,82,1107,194.0,88.0
223,0,1295,0,143,143,143,1112,168.667,130.0
224,0,1295,0,119,119,119,1117,317.33299999999997,78.0
225,0,1295,0,143,143,143,1122,207.333,447.333
226,0,1295,0,125,125,125,1127,363.333,474.667
227,0,1295,0,87,87,87,1132,363.333,471.333
228,0,1295,0,130,130,130,1137,363.333,462.0
229,0,1295,0,139,139,139,1142,2.0,5.0
230,0,1295,0,27,27,27,1147,228.0,82.0
231,0,1295,0,132,132,132,1152,392.667,165.333
232,0,1295,0,84,84,84,1157,417.333,102.667
233,0,1295,0,154,154,154,1162,435.333,97.333
234,0,1295,0,153,153,153,1167,416.0,136.667
235,0,1295,0,147,147,147,1172,409.333,99.333
236,0,1295,0,41,41,41,1177,409.333,124.667
237,0,1295,0,126,126,126,1182,406.667,128.667
238,0,1295,0,141,141,141,1187,72.0,121.333
239,0,1295,0,87,87,87,1192,444.0,158.0
240,0,1295,0,151,151,151,1197,446.0,158.667
241,0,1295,0,117,117,117,1202,445.333,170.667
242,0,1295,0,146,146,146,1207,446.0,198.0
243,0,1295,0,105,105,105,1212,441.5,109.0
244,0,1295,0,83,83,83,1217,145.333,110.667
245,0,1295,0,109,109,109,1222,131.333,91.333
246,0,1295,0,155,155,155,1227,415.333,109.333
247,0,1295,0,77,77,77,1232,10.0,1.0
248,0,1295,0,1,1,1,1237,163.0,368.0
249,0,1295,0,96,96,96,1242,97.333,434.667
250,0,1295,0,104,104,104,1247,184.667,433.333
251,0,1295,0,60,60,60,1252,204.667,440.667
252,0,1295,0,81,81,81,1257,212.667,441.333
253,0,1295,0,157,157,157,1262,453.333,157.333
254,0,1295,0,100,100,100,1267,360.0,106.667
255,0,1295,0,85,85,85,1272,97.333,106.667
256,0,1295,0,137,137,137,1277,425.333,141.333
257,0,1295,0,86,86,86,1282,405.333,107.333
258,0,1295,0,98,98,98,1287,189.0,82.0
259,0,1295,0,137,137,137,1292,16.0,4.0
260,0,1620,0,96,96,96,1297,236.0,130.0
261,0,1620,0,168,168,168,1302,333.0,168.0
262,0,1620,0,109,109,109,1307,412.0,168.0
263,0,1620,0,90,90,90,1312,368.0,179.0
264,0,1620,0,82,82,82,1317,358.0,185.0
265,0,1620,0,134,134,134,1322,355.0,188.0
266,0,1620,0,120,120,120,1327,349.0,192.0
267,0,1620,0,168,168,168,1332,333.0,200.0
268,0,1620,0,169,169,169,1337,317.0,210.0
269,0,1620,0,167,167,167,1342,308.0,216.0
270,0,1620,0,168,168,168,1347,300.0,224.0
271,0,1620,0,169,169,169,1352,295.0,232.0
272,0,1620,0,140,140,140,1357,398.0,112.667
273,0,1620,0,157,157,157,1362,409.333,103.333
274,0,1620,0,162,162,162,1367,413.333,100.0
275,0,1620,0,148,148,148,1372,414.667,102.0
276,0,1620,0,128,128,128,1377,470.667,128.667
277,0,1620,0,110,110,110,1382,376.0,432.0
278,0,1620,0,107,107,107,1387,454.667,390.0
279,0,1620,0,48,48,48,1392,421.333,440.0
280,0,1620,0,101,101,101,1397,114.0,373.333
281,0,1620,0,79,79,79,1402,113.333,375.333
282,0,1620,0,56,56,56,1407,156.5,410.0
283,0,1620,0,59,59,59,1412,150.667,105.333
284,0,1620,0,102,102,102,1417,122.667,89.333
285,0,1620,0,92,92,92,1422,173.5,140.5
286,0,1620,0,86,86,86,1427,179.5,135.0
287,0,1620,0,92,92,92,1432,177.333,130.0
288,0,1620,0,114,114,114,1437,124.0,97.0
289,0,1620,0,102,102,102,1442,124.0,95.0
290,0,1620,0,23,23,23,1447,89.333,286.33299999999997
291,0,1620,0,74,74,74,1452,119.333,463.333
292,0,1620,0,53,53,53,1457,106.0,361.333
293,0,1620,0,114,114,114,1462,111.333,324.66700000000003
294,0,1620,0,75,75,75,1467,124.667,250.667
295,0,1620,0,94,94,94,1472,445.333,108.667
296,0,1620,0,135,135,135,1477,450.0,182.0
297,0,1620,0,127,127,127,1482,448.667,172.667
298,0,1620,0,71,71,71,1487,448.0,169.333
299,0,1620,0,54,54,54,1492,446.0,169.333
300,0,1620,0,110,110,110,1497,460.667,158.0
301,0,1620,0,124,124,124,1502,372.667,461.333
302,0,1620,0,96,96,96,1507,368.0,460.667
303,0,1620,0,181,181,181,1512,313.33299999999997,114.667
304,0,1620,0,182,182,182,1517,311.0,116.0
305,0,1620,0,188,188,188,1522,278.33299999999997,115.333
306,0,1620,0,146,146,146,1527,268.0,104.0
307,0,1620,0,115,115,115,1532,446.667,440.0
308,0,1620,0,53,53,53,1537,432.667,441.333
309,0,1620,0,102,102,102,1542,420.0,474.0
310,0,1620,0,88,88,88,1547,421.333,463.333
311,0,1620,0,13,13,13,1552,430.0,462.667
312,0,1620,0,96,96,96,1557,449.333,388.667
313,0,1620,0,150,150,150,1562,436.0,120.667
314,0,1620,0,150,150,150,1567,387.333,213.333
315,0,1620,0,143,143,143,1572,405.333,253.333
316,0,1620,0,134,134,134,1577,346.667,354.667
317,0,1620,0,0,0,0,1582,445.333,106.0
318,0,1620,0,32,32,32,1587,301.66700000000003,428.0
319,0,1620,0,93,93,93,1592,74.0,90.667
320,0,1620,0,160,160,160,1597,60.667,157.333
321,0,1620,0,113,113,113,1602,64.667,108.0
322,0,1620,0,83,83,83,1607,114.667,436.667
323,0,1620,0,90,90,90,1612,87.333,384.0
324,0,1620,0,121,121,121,1617,63.333,130.667
325,0,2095,0,125,125,125,1622,68.667,168.667
326,0,2095,0,114,114,114,1627,457.333,456.667
327,0,2095,0,93,93,93,1632,455.333,435.333
328,0,2095,0,148,148,148,1637,457.333,105.333
329,0,2095,0,107,107,107,1642,455.333,135.333
330,0,2095,0,129,129,129,1647,460.667,309.33299999999997
331,0,2095,0,124,124,124,1652,450.0,384.667
332,0,2095,0,95,95,95,1657,444.0,437.333
333,0,2095,0,147,147,147,1662,193.0,240.0
334,0,2095,0,150,150,150,1667,288.33299999999997,107.333
335,0,2095,0,123,123,123,1672,291.66700000000003,106.667
336,0,2095,0,166,166,166,1677,399.333,113.333
337,0,2095,0,147,147,147,1682,453.333,106.0
338,0,2095,0,112,112,112,1687,336.0,105.0
339,0,2095,0,143,143,143,1692,433.667,138.0
340,0,2095,0,76,76,76,1697,445.333,431.333
341,0,2095,0,88,88,88,1702,118.0,152.667
342,0,2095,0,90,90,90,1707,118.667,154.667
343,0,2095,0,96,96,96,1712,70.0,145.333
344,0,2095,0,99,99,99,1717,70.667,164.667
345,0,2095,0,137,137,137,1722,62.667,210.667
346,0,2095,0,125,125,125,1727,64.0,86.0
347,0,2095,0,135,135,135,1732,120.0,98.667
348,0,2095,0,116,116,116,1737,65.333,106.0
349,0,2095,0,90,90,90,1742,75.333,222.667
350,0,2095,0,125,125,125,1747,116.0,300.33299999999997
351,0,2095,0,72,72,72,1752,71.333,138.667
352,0,2095,0,90,90,90,1757,89.333,394.667
353,0,2095,0,66,66,66,1762,163.333,424.0
354,0,2095,0,83,83,83,1767,233.333,428.0
355,0,2095,0,49,49,49,1772,228.0,414.0
356,0,2095,0,110,110,110,1777,81.0,140.0
357,0,2095,0,150,150,150,1782,81.333,113.333
358,0,2095,0,94,94,94,1787,74.667,150.0
359,0,2095,0,110,110,110,1792,77.333,116.667
360,0,2095,0,164,164,164,1797,87.333,114.0
361,0,2095,0,151,151,151,1802,86.667,111.333
362,0,2095,0,84,84,84,1807,77.333,132.667
363,0,2095,0,151,151,151,1812,72.0,159.333
364,0,2095,0,109,109,109,1817,66.0,160.0
365,0,2095,0,149,149,149,1822,64.0,176.667
366,0,2095,0,123,123,123,1827,410.0,419.0
367,0,2095,0,122,122,122,1832,422.0,347.333
368,0,2095,0,157,157,157,1837,462.667,111.333
369,0,2095,0,120,120,120,1842,448.667,217.333
370,0,2095,0,152,152,152,1847,460.0,148.667
371,0,2095,0,109,109,109,1852,454.0,342.0
372,0,2095,0,118,118,118,1857,450.667,353.333
373,0,2095,0,104,104,104,1862,442.0,404.667
374,0,2095,0,97,97,97,1867,416.667,444.0
375,0,2095,0,87,87,87,1872,404.0,412.0
376,0,2095,0,104,104,104,1877,399.333,402.0
377,0,2095,0,116,116,116,1882,376.667,408.667
378,0,2095,0,111,111,111,1887,374.0,412.667
379,0,2095,0,86,86,86,1892,115.333,358.667
380,0,2095,0,121,121,121,1897,288.0,451.333
381,0,2095,0,96,96,96,1902,445.0,461.333
382,0,2095,0,125,125,125,1907,436.333,466.0
383,0,2095,0,64,64,64,1912,321.0,447.333
384,0,2095,0,100,100,100,1917,200.333,449.333
385,0,2095,0,96,96,96,1922,126.667,386.0
386,0,2095,0,102,102,102,1927,130.667,234.0
387,0,2095,0,182,182,182,1932,364.0,111.333
388,0,2095,0,171,171,171,1937,420.667,111.333
389,0,2095,0,96,96,96,1942,253.667,451.333
390,0,2095,0,100,100,100,1947,207.0,435.333
391,0,2095,0,104,104,104,1952,137.667,394.667
392,0,2095,0,31,31,31,1957,222.333,313.33299999999997
393,0,2095,0,99,99,99,1962,226.333,306.66700000000003
394,0,2095,0,3,3,3,1967,446.667,94.0
395,0,2095,0,105,105,105,1972,449.333,97.333
396,0,2095,0,74,74,74,1977,449.333,95.333
397,0,2095,0,5,5,5,1982,448.667,92.0
398,0,2095,0,2,2,2,1987,300.66700000000003,82.667
399,0,2095,0,119,119,119,1992,45.333,199.333
400,0,2095,0,145,145,145,1997,432.0,101.0
401,0,2095,0,134,134,134,2002,403.0,99.0
402,0,2095,0,140,140,140,2007,374.0,180.0
403,0,2095,0,87,87,87,2012,54.0,274.0
404,0,2095,0,94,94,94,2017,70.0,398.0
405,0,2095,0,0,0,0,2022,63.0,428.0
406,0,2095,0,80,80,80,2027,91.333,358.0
407,0,2095,0,18,18,18,2032,154.0,82.0
408,0,2095,0,50,50,50,2037,172.0,81.333
409,0,2095,0,138,138,138,2042,166.0,88.667
410,0,2095,0,98,98,98,2047,95.333,106.667
411,0,2095,0,153,153,153,2052,142.667,124.0
412,0,2095,0,93,93,93,2057,441.333,441.333
413,0,2095,0,97,97,97,2062,448.667,460.667
414,0,2095,0,130,130,130,2067,449.333,449.333
415,0,2095,0,108,108,108,2072,448.667,448.667
416,0,2095,0,125,125,125,2077,430.0,436.0
417,0,2095,0,122,122,122,2082,446.667,435.333
418,0,2095,0,107,107,107,2087,446.667,434.0
419,0,2095,0,122,122,122,2092,446.0,435.333
420,0,2695,0,125,125,125,2097,370.667,430.667
421,0,2695,0,83,83,83,2102,280.0,438.0
422,0,2695,0,95,95,95,2107,283.33299999999997,434.0
423,0,2695,0,107,107,107,2112,294.66700000000003,435.333
424,0,2695,0,114,114,114,2117,296.0,432.667
425,0,2695,0,109,109,109,2122,451.333,431.333
426,0,2695,0,145,145,145,2127,452.667,457.333
427,0,2695,0,102,102,102,2132,426.667,446.0
428,0,2695,0,127,127,127,2137,454.0,299.33299999999997
429,0,2695,0,90,90,90,2142,203.0,88.667
430,0,2695,0,130,130,130,2147,172.333,84.0
431,0,2695,0,6,6,6,2152,136.0,478.0
432,0,2695,0,120,120,120,2157,74.0,116.667
433,0,2695,0,84,84,84,2162,75.333,108.0
434,0,2695,0,170,170,170,2167,103.333,104.667
435,0,2695,0,120,120,120,2172,312.66700000000003,114.667
436,0,2695,0,59,59,59,2177,411.0,114.667
437,0,2695,0,146,146,146,2182,437.0,119.333
438,0,2695,0,147,147,147,2187,435.0,111.333
439,0,2695,0,113,113,113,2192,100.667,98.0
440,0,2695,0,133,133,133,2197,2.0,1.0
441,0,2695,0,134,134,134,2202,111.0,306.0
442,0,2695,0,104,104,104,2207,444.0,178.0
443,0,2695,0,0,0,0,2212,444.0,182.0
444,0,2695,0,83,83,83,2217,408.667,98.0
445,0,2695,0,141,141,141,2222,398.0,104.0
446,0,2695,0,165,165,165,2227,9.0,2.0
447,0,2695,0,137,137,137,2232,428.667,226.667
448,0,2695,0,167,167,167,2237,108.667,71.333
449,0,2695,0,72,72,72,2242,348.667,444.667
450,0,2695,0,36,36,36,2247,98.667,99.333
451,0,2695,0,127,127,127,2252,80.667,90.0
452,0,2695,0,66,66,66,2257,112.0,84.667
453,0,2695,0,125,125,125,2262,56.0,452.0
454,0,2695,0,44,44,44,2267,226.333,67.333
455,0,2695,0,25,25,25,2272,226.333,68.0
456,0,2695,0,14,14,14,2277,134.333,84.0
457,0,2695,0,35,35,35,2282,376.667,98.0
458,0,2695,0,31,31,31,2287,404.667,438.0
459,0,2695,0,36,36,36,2292,238.0,474.667
460,0,2695,0,75,75,75,2297,151.333,410.667
461,0,2695,0,138,138,138,2302,130.667,310.66700000000003
462,0,2695,0,49,49,49,2307,114.667,298.0
463,0,2695,0,122,122,122,2312,68.0,364.667
464,0,2695,0,20,20,20,2317,74.667,260.0
465,0,2695,0,66,66,66,2322,43.333,352.0
466,0,2695,0,120,120,120,2327,257.33299999999997,420.0
467,0,2695,0,83,83,83,2332,270.0,475.333
468,0,2695,0,33,33,33,2337,80.667,440.667
469,0,2695,0,49,49,49,2342,55.333,402.0
470,0,2695,0,118,118,118,2347,69.333,381.333
471,0,2695,0,122,122,122,2352,50.667,118.667
472,0,2695,0,167,167,167,2357,5.0,3.0
473,0,2695,0,129,129,129,2362,153.333,454.0
474,0,2695,0,61,61,61,2367,413.0,97.0
475,0,2695,0,113,113,113,2372,66.0,147.333
476,0,2695,0,95,95,95,2377,67.333,335.333
477,0,2695,0,85,85,85,2382,104.0,110.667
478,0,2695,0,62,62,62,2387,64.667,116.0
479,0,2695,0,110,110,110,2392,54.0,211.333
480,0,2695,0,88,88,88,2397,232.667,66.667
481,0,2695,0,133,133,133,2402,238.0,64.667
482,0,2695,0,25,25,25,2407,242.0,67.333
483,0,2695,0,123,123,123,2412,86.0,78.0
484,0,2695,0,88,88,88,2417,68.0,86.0
485,0,2695,0,166,166,166,2422,9.0,4.0
486,0,2695,0,105,105,105,2427,104.0,454.667
487,0,2695,0,111,111,111,2432,56.667,452.667
488,0,2695,0,70,70,70,2437,174.0,76.667
489,0,2695,0,96,96,96,2442,88.0,69.333
490,0,2695,0,70,70,70,2447,84.667,92.0
491,0,2695,0,162,162,162,2452,421.333,134.667
492,0,2695,0,159,159,159,2457,417.333,134.667
493,0,2695,0,161,161,161,2462,416.667,139.333
494,0,2695,0,141,141,141,2467,320.66700000000003,375.333
495,0,2695,0,119,119,119,2472,310.66700000000003,356.0
496,0,2695,0,139,139,139,2477,286.0,320.66700000000003
497,0,2695,0,116,116,116,2482,281.33299999999997,313.33299999999997
498,0,2695,0,112,112,112,2487,445.333,126.667
499,0,2695,0,52,52,52,2492,125.333,333.333
500,0,2695,0,75,75,75,2497,122.667,324.0
501,0,2695,0,129,129,129,2502,125.333,320.66700000000003
502,0,2695,0,111,111,111,2507,136.667,316.66700000000003
503,0,2695,0,131,131,131,2512,141.333,314.66700000000003
504,0,2695,0,144,144,144,2517,143.333,306.0
505,0,2695,0,9,9,9,2522,187.333,446.667
506,0,2695,0,30,30,30,2527,176.0,447.333
507,0,2695,0,147,147,147,2532,88.0,431.333
508,0,2695,0,102,102,102,2537,378.667,356.0
509,0,2695,0,82,82,82,2542,379.333,387.333
510,0,2695,0,70,70,70,2547,378.0,413.333
511,0,2695,0,20,20,20,2552,116.0,68.667
512,0,2695,0,8,8,8,2557,108.667,68.0
513,0,2695,0,166,166,166,2562,52.0,102.0
514,0,2695,0,111,111,111,2567,66.667,88.667
515,0,2695,0,60,60,60,2572,75.333,68.0
516,0,2695,0,76,76,76,2577,42.0,162.0
517,0,2695,0,162,162,162,2582,77.333,142.667
518,0,2695,0,90,90,90,2587,78.667,76.667
519,0,2695,0,40,40,40,2592,86.0,74.667
520,0,2695,0,83,83,83,2597,56.0,96.667
521,0,2695,0,88,88,88,2602,54.0,112.667
522,0,2695,0,164,164,164,2607,59.333,116.667
523,0,2695,0,149,149,149,2612,67.333,124.667
524,0,2695,0,91,91,91,2617,58.667,100.0
525,0,2695,0,100,100,100,2622,62.667,190.0
526,0,2695,0,105,105,105,2627,69.333,184.0
527,0,2695,0,120,120,120,2632,69.333,182.0
528,0,2695,0,87,87,87,2637,72.667,103.333
529,0,2695,0,43,43,43,2642,116.667,95.333
530,0,2695,0,141,141,141,2647,82.0,171.333
531,0,2695,0,84,84,84,2652,84.0,78.667
532,0,2695,0,91,91,91,2657,89.333,77.333
533,0,2695,0,126,126,126,2662,72.667,105.333
534,0,2695,0,48,48,48,2667,67.333,93.333
535,0,2695,0,65,65,65,2672,64.0,104.667
536,0,2695,0,125,125,125,2677,66.0,104.667
537,0,2695,0,92,92,92,2682,67.333,104.667
538,0,2695,0,74,74,74,2687,68.0,116.667
539,0,2695,0,71,71,71,2692,70.0,112.0
540,0,3050,0,76,76,76,2697,80.667,91.333
541,0,3050,0,117,117,117,2702,55.333,120.0
