scorer,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire
FinalStimTest/img148968.png,190.667,82.0,196.0,114.667,166.667,164.667,150.667,239.333,168.667,109.333
FinalStimTest/img150416.png,,,12.0,3.0,11.0,9.0,425.0,203.0,1.0,14.0
FinalStimTest/img152610.png,77.333,59.333,120.667,73.333,92.0,141.333,71.333,240.0,69.333,102.0
FinalStimTest/img155228.png,484.0,255.333,478.0,277.333,448.0,289.333,452.0,378.667,470.667,239.333
FinalStimTest/img156812.png,352.0,102.0,374.667,124.667,380.667,178.667,410.667,281.333,354.667,137.333
FinalStimTest/img156887.png,136.0,194.0,162.0,164.0,215.333,146.667,280.66700000000003,78.0,175.333,183.333
FinalStimTest/img156955.png,81.0,364.0,81.0,323.0,105.0,281.0,194.0,246.0,104.0,334.0
FinalStimTest/img159139.png,491.333,398.667,468.667,419.333,410.667,443.333,331.333,476.0,457.333,394.667
FinalStimTest/img159177.png,490.667,396.0,466.667,416.0,412.667,440.667,339.333,475.333,458.0,391.333
FinalStimTest/img160132.png,491.333,396.667,468.667,424.0,418.667,428.667,332.0,462.667,458.0,387.333
FinalStimTest/img161126.png,484.0,402.0,474.0,435.333,437.333,408.0,389.333,333.333,464.0,393.333
FinalStimTest/img161444.png,248.667,67.333,226.667,94.0,176.667,114.667,92.0,174.667,210.0,73.333
FinalStimTest/img162444.png,103.333,164.0,124.0,197.333,112.0,262.0,83.0,352.0,96.0,203.0
FinalStimTest/img162977.png,140.0,83.0,145.0,128.0,126.0,175.0,110.0,251.0,118.0,118.0
FinalStimTest/img163742.png,94.0,197.0,113.0,235.0,98.0,299.0,127.0,393.0,85.0,237.0
FinalStimTest/img165742.png,10.0,3.0,,,,,391.0,306.0,15.0,4.0
FinalStimTest/img166268.png,394.667,347.333,362.0,360.0,324.0,314.0,273.333,251.333,380.0,319.333
FinalStimTest/img166476.png,242.0,83.0,279.66700000000003,80.667,327.6670000000001,98.667,413.0,163.0,272.0,104.0
FinalStimTest/img167428.png,117.0,59.0,120.0,98.0,100.667,140.0,114.0,235.333,91.333,86.667
FinalStimTest/img168076.png,36.667,92.667,53.333,99.333,72.0,156.0,80.0,236.0,41.333,119.333
FinalStimTest/img168617.png,25.333,464.667,32.0,428.0,69.333,380.0,49.333,292.0,54.667,444.0
FinalStimTest/img170054.png,125.333,483.333,100.0,454.0,102.667,399.333,63.333,330.667,129.333,444.0
FinalStimTest/img170570.png,364.0,443.333,328.667,463.333,261.333,446.0,189.333,446.0,325.333,432.0
FinalStimTest/img170996.png,371.333,430.0,337.333,452.0,267.333,445.333,196.0,453.333,330.0,422.0
FinalStimTest/img171028.png,372.667,430.0,340.0,450.667,270.0,443.333,198.0,451.333,332.0,421.333
FinalStimTest/img172841.png,384.667,156.667,344.0,168.0,290.0,140.667,210.667,97.333,350.0,136.0
FinalStimTest/img174680.png,26.5,247.5,57.0,231.0,113.0,246.5,193.0,235.5,60.0,260.0
FinalStimTest/img175765.png,176.0,452.667,150.0,455.333,126.667,417.333,116.667,347.333,165.333,432.667
FinalStimTest/img176147.png,352.0,345.333,342.0,377.333,290.6670000000001,406.0,217.333,452.667,320.6670000000001,357.333
FinalStimTest/img177029.png,158.0,450.667,184.0,432.0,248.0,430.0,321.333,378.667,191.333,452.0
FinalStimTest/img177226.png,353.333,477.333,315.333,470.0,284.0,438.0,169.333,456.0,332.0,448.0
FinalStimTest/img178483.png,417.333,142.0,419.333,178.667,392.0,236.0,362.667,330.0,392.667,174.0
FinalStimTest/img178790.png,421.0,123.0,417.0,137.0,382.0,155.0,411.0,247.0,400.0,121.0
FinalStimTest/img179070.png,394.0,278.0,370.0,261.0,385.0,199.0,389.0,117.0,397.0,251.0
FinalStimTest/img182500.png,439.0,133.0,411.0,147.0,347.0,140.0,385.0,211.0,409.0,120.0
FinalStimTest/img182501.png,440.0,132.667,408.667,146.0,347.333,144.667,384.667,209.333,408.0,120.0
FinalStimTest/img183340.png,436.0,236.667,401.333,248.0,344.667,238.667,290.6670000000001,306.0,402.0,222.0
FinalStimTest/img184029.png,417.333,472.0,390.0,442.0,383.333,366.0,357.333,280.0,414.0,432.0
FinalStimTest/img184132.png,423.333,479.333,391.333,457.333,379.333,388.667,346.667,323.333,416.0,442.667
FinalStimTest/img186465.png,234.333,131.333,205.667,156.667,139.667,166.667,59.0,195.333,195.667,126.667
FinalStimTest/img188409.png,189.0,103.333,166.333,132.0,111.0,146.0,40.0,214.0,151.333,106.667
FinalStimTest/img192590.png,119.333,64.0,125.333,104.0,102.667,152.0,114.667,245.333,96.0,91.333
FinalStimTest/img192619.png,121.333,62.667,126.0,100.0,105.333,149.333,111.333,248.0,96.667,89.333
FinalStimTest/img194049.png,65.333,58.667,103.333,78.667,140.667,137.333,204.667,187.333,80.0,96.0
FinalStimTest/img195199.png,164.667,65.333,152.667,102.0,104.0,134.0,165.333,166.0,132.667,82.0
FinalStimTest/img196670.png,486.667,163.333,461.333,157.333,418.0,122.0,361.333,162.667,472.0,138.0
FinalStimTest/img196726.png,490.667,174.667,462.667,188.0,396.0,180.0,326.0,208.0,460.667,162.667
FinalStimTest/img200305.png,437.333,82.667,412.0,98.0,345.333,95.333,249.333,82.667,404.667,75.333
FinalStimTest/img201765.png,474.0,87.333,456.667,116.0,377.333,92.0,308.6670000000001,99.333,448.0,70.0
FinalStimTest/img202604.png,484.667,484.667,462.0,454.667,469.333,391.333,467.333,292.0,487.333,450.667
FinalStimTest/img209081.png,482.667,450.0,456.667,440.0,450.0,388.667,462.667,294.6670000000001,474.0,423.333
FinalStimTest/img209484.png,178.0,448.667,209.333,444.0,262.0,466.667,372.667,478.667,206.667,470.667
FinalStimTest/img209961.png,482.667,193.0,456.0,205.667,401.333,183.0,397.333,135.0,462.0,169.667
FinalStimTest/img210157.png,166.0,456.667,176.0,416.667,218.0,386.0,309.333,355.333,199.333,432.667
FinalStimTest/img212067.png,78.667,276.66700000000003,68.0,240.0,86.0,182.0,119.0,90.0,97.0,244.0
FinalStimTest/img212274.png,93.0,271.0,71.0,240.0,85.0,183.0,120.0,85.0,98.0,234.0
FinalStimTest/img215554.png,213.0,302.0,176.0,298.0,164.0,242.667,104.0,150.0,205.333,268.66700000000003
FinalStimTest/img215689.png,219.333,294.0,183.333,294.6670000000001,165.333,238.667,100.0,150.667,213.333,260.0
FinalStimTest/img216649.png,33.5,370.5,56.5,354.5,99.5,383.0,188.0,382.5,55.0,384.0
FinalStimTest/img218210.png,37.0,71.0,67.0,89.0,72.0,148.5,86.5,210.0,40.0,105.5
FinalStimTest/img218439.png,33.5,75.5,63.0,89.0,73.5,139.5,51.0,204.5,40.0,106.5
FinalStimTest/img219225.png,23.0,462.5,28.0,425.5,68.5,392.0,92.0,331.5,50.0,444.0
FinalStimTest/img219639.png,99.5,112.0,96.5,152.0,54.0,199.0,41.333,269.333,70.667,138.667
FinalStimTest/img220716.png,109.333,124.0,99.333,156.667,56.667,180.667,76.0,255.333,78.667,132.667
FinalStimTest/img221411.png,35.333,374.0,64.667,346.0,123.333,345.333,172.0,300.0,74.667,377.333
FinalStimTest/img221829.png,30.667,385.333,64.0,359.333,121.333,360.667,172.667,323.333,69.5,389.5
FinalStimTest/img222284.png,46.5,417.5,59.5,379.5,123.0,366.5,178.5,335.5,79.0,402.0
FinalStimTest/img223470.png,40.0,254.5,41.0,222.0,74.0,179.0,154.0,129.5,60.0,228.5
FinalStimTest/img224143.png,44.0,445.5,48.5,404.5,87.5,365.0,111.0,279.0,76.0,420.0
FinalStimTest/img224595.png,71.5,478.0,55.5,442.0,75.0,377.5,69.0,303.0,85.0,442.0
FinalStimTest/img225305.png,30.5,439.5,37.5,418.0,80.0,377.0,154.5,395.5,52.5,428.5
FinalStimTest/img228926.png,344.667,228.667,340.667,208.667,343.333,175.333,277.333,254.0,365.333,215.333
FinalStimTest/img229015.png,247.333,245.333,282.0,238.5,322.0,256.5,342.0,169.5,273.5,263.0
FinalStimTest/img230827.png,38.0,123.5,69.0,140.0,106.5,184.0,208.5,215.0,52.0,159.0
FinalStimTest/img230906.png,33.0,116.0,65.0,121.5,93.5,169.0,170.0,220.0,49.0,145.5
FinalStimTest/img232654.png,76.0,457.5,106.0,436.5,172.0,442.667,269.333,428.0,109.333,462.0
FinalStimTest/img233142.png,,,12.0,4.0,97.0,278.0,92.0,342.0,1.0,13.0
FinalStimTest/img234605.png,282.0,346.0,256.0,316.0,251.667,264.66700000000003,195.0,183.333,282.333,307.333
FinalStimTest/img235181.png,229.0,354.0,233.0,320.6670000000001,253.667,269.333,220.333,191.333,259.0,334.667
FinalStimTest/img235657.png,82.333,320.0,115.667,300.6670000000001,167.0,304.6670000000001,228.333,273.333,111.0,328.667
FinalStimTest/img241599.png,122.333,314.6670000000001,117.0,283.333,122.333,226.0,111.0,133.333,145.667,282.6670000000001
FinalStimTest/img241655.png,88.0,475.333,90.667,440.0,112.667,399.333,109.333,292.0,115.333,452.0
FinalStimTest/img246839.png,477.0,446.0,448.0,451.0,408.0,424.0,394.0,385.0,460.0,420.0
FinalStimTest/img248675.png,67.333,279.66700000000003,75.333,251.0,116.667,231.0,187.333,234.333,96.667,265.66700000000003
FinalStimTest/img249057.png,58.667,483.333,78.667,453.333,141.333,430.0,218.667,425.333,97.333,472.667
FinalStimTest/img249246.png,58.0,485.333,80.0,454.0,145.333,441.333,218.667,424.667,93.333,478.667
FinalStimTest/img249369.png,61.333,486.667,70.667,452.0,130.667,428.0,195.333,411.333,92.0,467.333
FinalStimTest/img250076.png,90.0,399.333,79.333,367.333,93.333,302.6670000000001,126.0,212.667,106.0,364.0
FinalStimTest/img250922.png,115.333,440.667,90.0,424.667,85.333,374.0,101.333,257.333,110.667,404.0
FinalStimTest/img253317.png,110.667,483.333,84.667,462.0,80.0,407.333,90.667,308.6670000000001,110.667,448.667
FinalStimTest/img256656.png,472.0,478.667,435.333,476.0,395.333,451.333,296.0,452.667,448.0,452.667
FinalStimTest/img259604.png,74.667,476.667,96.0,451.333,150.667,447.333,259.333,446.0,107.333,472.0
FinalStimTest/img260913.png,464.0,484.667,454.0,449.333,470.0,403.333,470.667,298.0,478.0,452.0
FinalStimTest/img261614.png,252.0,469.333,219.333,462.667,173.0,420.0,146.0,343.0,239.0,441.0
FinalStimTest/img263180.png,142.667,284.6670000000001,128.667,254.0,139.333,202.667,118.0,106.0,156.0,256.0
FinalStimTest/img264019.png,451.0,453.0,414.0,461.0,348.0,439.0,264.0,407.0,418.0,435.0
FinalStimTest/img264149.png,166.0,88.0,199.333,108.0,206.0,159.333,176.667,249.333,174.0,124.0
FinalStimTest/img264378.png,32.667,114.667,64.0,116.0,104.0,135.333,185.333,117.333,52.667,142.0
FinalStimTest/img268039.png,124.667,74.667,126.667,106.667,103.333,161.333,164.0,199.333,98.0,98.0
FinalStimTest/img268571.png,260.0,199.333,236.0,226.667,172.667,219.333,112.667,158.0,224.667,204.0
FinalStimTest/img269101.png,232.667,90.667,254.667,115.333,243.333,164.0,180.667,227.333,220.0,121.333
FinalStimTest/img270734.png,36.5,469.0,47.0,437.5,76.0,422.0,79.5,341.5,67.0,457.5
FinalStimTest/img271476.png,31.333,306.333,41.333,272.333,84.667,249.667,100.667,180.333,58.0,293.0
FinalStimTest/img274720.png,32.667,434.333,40.667,401.0,78.667,378.333,160.667,375.667,49.333,421.0
FinalStimTest/img274808.png,34.0,446.333,42.0,415.667,90.667,393.0,124.667,305.0,58.667,435.0
FinalStimTest/img275390.png,38.667,237.0,58.667,249.0,84.0,294.333,111.333,387.667,48.0,261.66700000000003
FinalStimTest/img276086.png,38.667,275.66700000000003,46.0,246.333,88.667,238.333,102.0,296.333,58.667,263.66700000000003
FinalStimTest/img277265.png,31.333,82.667,57.333,100.667,74.667,162.667,139.333,243.333,40.667,118.0
FinalStimTest/img279208.png,36.667,93.333,58.667,100.0,62.0,128.667,69.333,216.0,42.0,112.0
FinalStimTest/img279609.png,,,,,63.0,139.0,62.0,222.0,1.0,10.0
FinalStimTest/img280249.png,62.0,72.0,97.0,86.0,107.0,139.0,142.0,196.0,72.0,107.0
FinalStimTest/img281035.png,70.0,70.0,100.0,94.667,104.667,167.333,117.333,251.333,73.333,107.333
FinalStimTest/img284775.png,,,,,130.0,114.0,181.0,161.0,90.0,133.0
FinalStimTest/img285868.png,43.333,462.667,58.0,425.333,98.0,402.667,132.0,322.0,77.333,450.0
FinalStimTest/img286295.png,36.0,459.333,58.667,426.667,113.333,416.0,168.667,362.667,76.0,453.333
FinalStimTest/img287161.png,177.333,272.0,150.667,303.333,96.0,316.6670000000001,33.333,396.0,135.333,276.66700000000003
FinalStimTest/img287953.png,24.0,440.5,52.0,422.5,93.5,435.0,175.5,405.5,52.0,453.0
FinalStimTest/img288120.png,441.5,77.5,424.5,111.0,370.5,133.0,320.5,210.5,402.0,87.5
FinalStimTest/img288327.png,469.0,81.5,452.5,115.0,407.5,156.0,365.5,236.0,431.0,94.0
FinalStimTest/img289774.png,394.5,476.5,416.0,442.0,460.5,418.5,430.5,327.5,436.5,468.5
FinalStimTest/img290576.png,194.0,448.5,171.5,461.5,137.5,439.0,161.5,371.0,176.5,435.0
FinalStimTest/img291238.png,300.0,480.0,277.5,450.0,278.5,393.0,266.5,316.5,305.5,447.5
FinalStimTest/img293423.png,457.5,73.5,474.0,106.5,469.5,179.0,454.667,260.66700000000003,444.0,111.0
FinalStimTest/img294688.png,109.0,79.0,131.0,95.0,130.0,142.0,223.0,184.0,105.0,108.0
FinalStimTest/img295186.png,408.667,86.667,434.0,89.333,442.667,137.333,359.333,157.333,418.0,103.333
FinalStimTest/img295822.png,72.667,386.0,88.0,346.667,122.0,302.6670000000001,138.0,216.0,103.5,372.5
FinalStimTest/img297613.png,68.0,478.0,98.5,452.0,154.0,429.0,199.5,371.5,101.5,480.5
FinalStimTest/img297779.png,75.0,477.0,92.5,437.5,137.0,396.5,190.5,323.5,108.0,462.5
FinalStimTest/img297785.png,75.5,476.5,92.5,438.5,136.5,396.0,190.0,322.0,109.0,461.5
FinalStimTest/img298277.png,84.5,469.0,79.0,429.0,102.0,366.5,147.5,291.0,114.5,435.0
FinalStimTest/img298433.png,311.333,478.0,275.5,468.5,226.5,429.5,125.667,414.0,292.333,442.0
FinalStimTest/img301610.png,128.333,450.667,155.667,416.667,216.333,410.667,317.0,412.0,173.667,446.667
FinalStimTest/img301612.png,129.0,450.667,155.667,416.667,238.333,404.0,317.0,410.0,173.0,447.333
FinalStimTest/img301822.png,101.0,474.0,129.667,442.0,195.0,422.0,285.6670000000001,385.333,146.333,472.0
FinalStimTest/img301996.png,79.5,398.0,117.5,414.5,166.0,447.333,232.0,386.667,95.0,439.5
FinalStimTest/img302860.png,217.667,94.0,187.667,118.667,139.667,122.667,89.0,199.333,177.667,84.0
FinalStimTest/img304146.png,454.667,74.0,453.333,110.667,430.667,182.667,450.0,252.667,422.667,99.333
FinalStimTest/img304572.png,480.667,83.333,468.667,110.667,438.667,152.667,446.0,240.0,453.333,90.0
FinalStimTest/img304692.png,438.667,83.333,442.0,117.333,424.0,169.333,414.0,252.0,410.0,108.0
FinalStimTest/img304715.png,421.333,82.0,431.333,115.333,421.333,179.333,422.0,268.0,400.667,114.0
FinalStimTest/img305122.png,359.333,74.0,382.0,106.0,387.333,164.0,470.667,222.667,352.0,111.333
FinalStimTest/img305349.png,348.0,74.667,368.667,109.333,378.0,162.667,439.333,238.0,334.667,111.333
FinalStimTest/img305648.png,438.0,79.333,411.333,107.333,348.0,124.0,289.333,194.0,395.333,80.0
FinalStimTest/img306810.png,262.0,107.333,238.0,120.667,187.0,108.0,113.0,128.0,237.0,97.0
FinalStimTest/img307243.png,310.0,102.0,289.6670000000001,132.0,231.667,150.0,160.333,178.667,274.333,108.667
FinalStimTest/img307610.png,420.333,122.667,407.0,132.667,364.333,122.667,284.333,139.333,408.333,104.667
FinalStimTest/img310944.png,161.333,98.0,181.333,127.333,159.333,163.333,122.0,259.333,150.667,130.667
FinalStimTest/img311909.png,152.667,108.0,163.5,138.5,146.5,197.0,154.5,276.5,132.5,138.5
FinalStimTest/img312137.png,454.667,474.0,412.0,472.0,384.0,419.333,310.0,374.667,428.0,444.0
FinalStimTest/img313112.png,426.0,467.333,385.333,472.0,379.333,404.667,376.667,302.6670000000001,421.333,432.667
FinalStimTest/img314021.png,439.333,424.667,403.333,424.0,396.667,350.0,332.667,278.0,441.333,389.333
FinalStimTest/img314541.png,445.333,444.0,407.333,425.333,392.0,376.0,336.0,323.333,437.333,407.333
FinalStimTest/img315452.png,444.667,456.0,411.333,434.0,388.667,370.667,354.0,308.0,440.0,416.0
FinalStimTest/img316526.png,71.333,174.0,104.667,167.333,148.0,201.333,216.0,246.0,100.0,194.0
FinalStimTest/img316833.png,144.667,92.667,138.0,118.0,89.333,140.0,66.667,214.667,122.0,102.0
FinalStimTest/img317234.png,414.667,64.667,413.333,101.333,364.667,143.333,288.0,214.667,382.667,92.0
FinalStimTest/img317552.png,411.333,65.333,418.0,103.333,381.333,146.0,316.6670000000001,232.0,386.667,96.667
FinalStimTest/img318044.png,422.0,69.333,422.0,103.333,381.333,148.667,328.667,240.0,392.667,94.0
FinalStimTest/img318084.png,422.0,68.667,421.333,106.667,378.0,165.333,330.667,238.0,393.333,93.333
FinalStimTest/img318559.png,418.667,114.667,419.333,147.333,366.0,167.333,282.0,126.667,385.333,118.667
FinalStimTest/img318574.png,425.333,82.0,420.0,115.333,355.333,145.333,276.66700000000003,167.333,391.333,80.667
FinalStimTest/img319419.png,460.667,266.66700000000003,423.333,252.0,393.333,180.0,347.333,121.333,447.333,231.333
FinalStimTest/img320300.png,164.0,85.333,194.0,88.0,235.333,120.0,313.333,139.333,179.333,110.0
FinalStimTest/img321068.png,185.333,104.667,168.667,130.0,128.667,145.333,229.333,184.0,156.0,108.0
FinalStimTest/img321555.png,291.333,88.667,317.333,78.0,372.0,106.0,447.0,182.0,317.0,104.0
FinalStimTest/img321820.png,237.333,472.0,207.333,447.333,195.333,377.333,232.0,281.333,234.0,436.667
FinalStimTest/img322587.png,395.333,454.667,363.333,474.667,291.333,454.0,206.667,440.0,358.0,442.667
FinalStimTest/img322606.png,396.0,454.667,363.333,471.333,298.0,452.667,202.0,436.667,358.667,443.333
FinalStimTest/img323464.png,386.667,427.333,363.333,462.0,313.333,454.667,205.333,422.667,348.667,434.667
FinalStimTest/img324094.png,,,,,327.0,135.0,354.0,209.0,13.0,1.0
FinalStimTest/img324710.png,195.0,82.0,228.0,82.0,284.0,112.0,373.0,147.0,213.0,101.0
FinalStimTest/img326208.png,427.333,160.0,392.667,165.333,405.333,117.333,322.6670000000001,110.667,431.333,147.333
FinalStimTest/img326909.png,400.0,71.333,417.333,102.667,416.0,151.333,441.333,258.0,386.667,106.667
FinalStimTest/img327729.png,430.0,70.0,435.333,97.333,396.667,152.0,414.667,244.667,398.0,75.333
FinalStimTest/img328756.png,452.0,114.667,416.0,136.667,348.667,111.333,259.333,84.0,417.333,102.0
FinalStimTest/img330063.png,436.667,67.333,409.333,99.333,344.667,125.333,276.0,189.333,399.333,70.667
FinalStimTest/img330489.png,447.333,118.0,409.333,124.667,362.667,102.667,275.333,152.667,418.0,96.0
FinalStimTest/img330490.png,448.0,118.0,406.667,128.667,354.0,98.0,276.66700000000003,156.667,417.333,94.667
FinalStimTest/img332903.png,38.0,116.667,72.0,121.333,114.667,156.0,198.667,173.333,56.667,148.0
FinalStimTest/img333908.png,442.0,119.333,444.0,158.0,420.0,228.0,420.667,319.333,413.333,148.0
FinalStimTest/img333910.png,443.333,120.0,446.0,158.667,420.0,228.667,422.0,318.6670000000001,413.333,148.0
FinalStimTest/img334009.png,436.0,134.667,445.333,170.667,419.333,230.667,412.667,326.6670000000001,412.667,165.333
FinalStimTest/img334198.png,422.0,167.333,446.0,198.0,424.667,265.333,401.0,357.0,414.0,210.0
FinalStimTest/img334388.png,432.0,72.0,441.5,109.0,427.5,169.5,434.0,248.667,414.667,100.0
FinalStimTest/img336095.png,119.333,99.333,145.333,110.667,164.0,188.0,116.667,240.0,128.0,125.333
FinalStimTest/img336283.png,107.333,77.333,131.333,91.333,158.0,134.667,249.333,103.333,108.0,104.667
FinalStimTest/img336742.png,438.0,79.333,415.333,109.333,358.0,126.667,288.6670000000001,164.667,396.0,84.667
FinalStimTest/img341732.png,,,10.0,1.0,5.0,12.0,10.0,9.0,16.0,6.0
FinalStimTest/img345023.png,136.667,386.667,163.0,368.0,223.0,367.0,298.0,412.0,173.0,391.0
FinalStimTest/img345308.png,88.667,475.333,97.333,434.667,139.333,406.0,218.0,337.333,127.333,451.333
FinalStimTest/img345573.png,210.667,465.333,184.667,433.333,194.0,372.0,238.667,287.333,216.0,422.0
FinalStimTest/img345645.png,238.0,466.0,204.667,440.667,198.667,372.667,211.333,292.0,233.333,424.0
FinalStimTest/img345657.png,245.333,460.667,212.667,441.333,198.667,365.333,221.333,295.333,237.333,421.333
FinalStimTest/img346971.png,428.667,128.0,453.333,157.333,443.333,226.667,432.0,305.333,422.667,169.333
